idx,fold,true,pred,prob,top1,top3,top5,top5_with_delta
348,1,beta-glucan,beta-glucan,0.8160676532769555,GH5,GH5;4;AraC,GH5;4;AraC;HTH;null,GH5:+0.3497;4:+0.2833;AraC:+0.0615;HTH:+0.0353;null:+0.0247
355,1,beta-glucan,beta-glucan,0.740286298568507,GH9,GH9;GH31;3,GH9;GH31;3;null;3.A.1.15.15,GH9:+0.1153;GH31:+0.1001;3:+0.0912;null:+0.0617;3.A.1.15.15:+0.0377
364,1,beta-mannan,beta-mannan,1.0,C,C;GH29;AraC,C;GH29;AraC;TrkA;HTH,C:+0.1556;GH29:+0.1457;AraC:+0.1373;TrkA:+0.1286;HTH:+0.1257
373,1,beta-mannan,beta-glucan,0.5114766113556394,GH1,GH1,GH1,GH1:+0.3823
374,1,beta-mannan,beta-mannan,1.0,GH3,GH3;CBM27;CBM23,GH3;CBM27;CBM23,GH3:+0.3192;CBM27:+0.0629;CBM23:+0.0624
375,1,beta-mannan,beta-mannan,0.8203703703703703,GH130,GH130;LacI;SBP,GH130;LacI;SBP;GH113;1,GH130:+0.1805;LacI:+0.1433;SBP:+0.0553;GH113:+0.0538;1:+0.0458
378,1,beta-mannan,beta-mannan,0.8210922787193973,GH27,GH27;GH130;GH26,GH27;GH130;GH26;2;GH5,GH27:+0.1406;GH130:+0.1394;GH26:+0.1305;2:+0.0971;GH5:+0.0862
393,1,beta-mannan,beta-mannan,0.819672131147541,GH130,GH130;GH26;HTH,GH130;GH26;HTH;1;AraC,GH130:+0.1125;GH26:+0.0780;HTH:+0.0702;1:+0.0682;AraC:+0.0655
394,1,beta-mannan,beta-mannan,0.9783037475345168,GH26,GH26;GH130;2,GH26;GH130;2;AraC;GH5,GH26:+0.1701;GH130:+0.1209;2:+0.1055;AraC:+0.0913;GH5:+0.0900
399,1,beta-mannan,beta-mannan,0.4740368509212729,GH130,GH130;GH26;2.A.2,GH130;GH26;2.A.2;CE7,GH130:+0.1256;GH26:+0.0768;2.A.2:+0.0709;CE7:+0.0190
406,1,beta-mannan,beta-mannan,1.0,LacI,LacI;GH2;2.A.2.2.3,LacI;GH2;2.A.2.2.3,LacI:+0.6109;GH2:+0.3937;2.A.2.2.3:+0.3034
407,1,beta-mannan,beta-mannan,0.5968379446640316,GH35,GH35;GH42;SBP,GH35;GH42;SBP;LacI;bac,GH35:+0.3171;GH42:+0.1154;SBP:+0.0774;LacI:+0.0755;bac:+0.0406
410,1,beta-mannan,beta-mannan,0.9982530571499876,LacI,LacI;31;GH13,LacI;31;GH13;4.A.1.2.12;GH32,LacI:+0.5364;31:+0.5083;GH13:+0.3457;4.A.1.2.12:+0.3266;GH32:+0.3203
412,1,beta-mannan,arabinogalactan,0.4260586221843565,GH51,GH51;null;AraC,GH51;null;AraC;1.B.14,GH51:+0.4066;null:+0.0918;AraC:+0.0600;1.B.14:+0.0171
421,1,beta-mannan,beta-mannan,0.6916666666666667,GH130,GH130;LacI;9.B.28.1.2,GH130;LacI;9.B.28.1.2;3.A.1.1.46;1,GH130:+0.2612;LacI:+0.1234;9.B.28.1.2:+0.0573;3.A.1.1.46:+0.0526;1:+0.0465
429,1,chitin,chitin,0.47909407665505227,CBM5,CBM5;GH18;PIG-L,CBM5;GH18;PIG-L;3.A.1,CBM5:+0.0829;GH18:+0.0787;PIG-L:+0.0741;3.A.1:+0.0161
430,1,chitin,chitin,0.8686274509803922,4.A.3.2.1,4.A.3.2.1;GH4;AraC,4.A.3.2.1;GH4;AraC;HTH,4.A.3.2.1:+0.8686;GH4:+0.2256;AraC:+0.0296;HTH:+0.0175
432,1,chitin,chitin,1.0,4.A.3.2.1,4.A.3.2.1;GH4;4.A.3.2.7,4.A.3.2.1;GH4;4.A.3.2.7;AraC;HTH,4.A.3.2.1:+0.4625;GH4:+0.2887;4.A.3.2.7:+0.1696;AraC:+0.0591;HTH:+0.0492
436,1,chitin,chitin,1.0,4.A.3.2.1,4.A.3.2.1;GH4;4.A.3.2.7,4.A.3.2.1;GH4;4.A.3.2.7;AraC;HTH,4.A.3.2.1:+0.4625;GH4:+0.2887;4.A.3.2.7:+0.1696;AraC:+0.0591;HTH:+0.0492
442,1,chitin,chitin,0.7733852949878087,GH4,GH4;CE4;null,GH4;CE4;null,GH4:+0.4521;CE4:+0.1457;null:+0.0545
454,1,chitin,chitin,1.0,GH4,GH4;4.A.3.2.6;CE4,GH4;4.A.3.2.6;CE4,GH4:+0.3311;4.A.3.2.6:+0.2154;CE4:+0.1972
456,1,chitin,chitin,0.8686274509803922,4.A.3.2.1,4.A.3.2.1;GH4;AraC,4.A.3.2.1;GH4;AraC;HTH,4.A.3.2.1:+0.8686;GH4:+0.2256;AraC:+0.0296;HTH:+0.0175
458,1,chitin,chitin,1.0,4.A.3.2.1,4.A.3.2.1;GH4;4.A.3.2.7,4.A.3.2.1;GH4;4.A.3.2.7;AraC;HTH,4.A.3.2.1:+0.4625;GH4:+0.2887;4.A.3.2.7:+0.1696;AraC:+0.0591;HTH:+0.0492
461,1,chitin,chitin,1.0,GH4,GH4;4.A.3.2.1;HTH,GH4;4.A.3.2.1;HTH;AraC,GH4:+0.3123;4.A.3.2.1:+0.1432;HTH:+0.0342;AraC:+0.0273
462,1,chitin,chitin,1.0,4.A.3.2.7,4.A.3.2.7;GH4;AraC,4.A.3.2.7;GH4;AraC;HTH,4.A.3.2.7:+1.0000;GH4:+0.3449;AraC:+0.0686;HTH:+0.0504
465,1,chitin,chitin,0.986111111111111,GH20,GH20;reg;GH9,GH20;reg;GH9;c;HATPase,GH20:+0.1896;reg:+0.1328;GH9:+0.0975;c:+0.0895;HATPase:+0.0840
482,1,chitin,chitin,0.9351464435146443,GH4,GH4;null;4.A.3.2.7,GH4;null;4.A.3.2.7;4.A.3.2.1;HTH,GH4:+0.3351;null:+0.1356;4.A.3.2.7:+0.1168;4.A.3.2.1:+0.0783;HTH:+0.0199
487,1,chitin,host glycan,0.5090090090090089,CE9,CE9,CE9,CE9:+0.4947
488,1,fructan,fructan,0.42629375891639365,GH32,GH32;null,GH32;null,GH32:+0.3756;null:+0.1296
490,1,fructan,fructan,0.9982530571499876,PfkB,PfkB;GH32;2.A.1.7.17,PfkB;GH32;2.A.1.7.17,PfkB:+0.3082;GH32:+0.2450;2.A.1.7.17:+0.2206
495,1,fructan,fructan,0.9982530571499876,GH32,GH32;1.B.14.6.1;null,GH32;1.B.14.6.1;null,GH32:+0.7860;1.B.14.6.1:+0.3006;null:+0.2797
505,1,fructan,fructan,0.9982530571499876,GH32,GH32;2.A.1.7.17;1.B.14.6.1,GH32;2.A.1.7.17;1.B.14.6.1;PfkB;null,GH32:+0.2916;2.A.1.7.17:+0.0993;1.B.14.6.1:+0.0510;PfkB:+0.0402;null:+0.0392
509,1,fructan,alpha-glucan,0.6699174793698424,GH32,GH32;4.A.1.2.12,GH32;4.A.1.2.12,GH32:+0.0916;4.A.1.2.12:+0.0772
513,1,fructan,alpha-glucan,0.6699174793698424,GH32,GH32;4.A.1.2.12,GH32;4.A.1.2.12,GH32:+0.0916;4.A.1.2.12:+0.0772
519,1,galactan,galactan,1.0,GntR,GntR;null;2.A.1.1.55,GntR;null;2.A.1.1.55;1.B.14.12.2;GH16,GntR:+0.2618;null:+0.2148;2.A.1.1.55:+0.1816;1.B.14.12.2:+0.1718;GH16:+0.1610
525,1,galactan,galactan,1.0,3.A.1.1.44,3.A.1.1.44;LacI;GH42,3.A.1.1.44;LacI;GH42;3.A.1.1.48,3.A.1.1.44:+0.6492;LacI:+0.6138;GH42:+0.4845;3.A.1.1.48:+0.1127
527,1,galactan,galactan,0.562536866614924,3.A.1.1.28,3.A.1.1.28;GH36;HTH,3.A.1.1.28;GH36;HTH;18;AraC,3.A.1.1.28:+0.1336;GH36:+0.1191;HTH:+0.0681;18:+0.0455;AraC:+0.0383
531,1,galactan,galactan,0.3543689320388349,GH16,GH16;2.A.1.1.55;GH86,GH16;2.A.1.1.55;GH86;GH167;GntR,GH16:+0.0495;2.A.1.1.55:+0.0316;GH86:+0.0307;GH167:+0.0256;GntR:+0.0214
532,1,galactan,galactan,0.3745318352059925,GH16,GH16;GH86;null,GH16;GH86;null;GntR;GH167,GH16:+0.0506;GH86:+0.0365;null:+0.0246;GntR:+0.0223;GH167:+0.0195
537,1,galactan,galactan,0.631439842671765,GH16,GH16;null;GntR,GH16;null;GntR;2.A.1;1.B.52,GH16:+0.1321;null:+0.1282;GntR:+0.1181;2.A.1:+0.1133;1.B.52:+0.0048
539,1,galactan,galactan,0.7506750155614275,GH117,GH117;null;2.A.1,GH117;null;2.A.1;GH2;3.A.1,GH117:+0.0955;null:+0.0949;2.A.1:+0.0904;GH2:+0.0735;3.A.1:+0.0729
550,1,galactan,galactan,1.0,GH4,GH4;LacI;3.A.1.1.7,GH4;LacI;3.A.1.1.7;bac;CE19,GH4:+0.2744;LacI:+0.2016;3.A.1.1.7:+0.1729;bac:+0.1507;CE19:+0.1476
551,1,galactan,galactan,1.0,GH4,GH4;AraC;HTH,GH4;AraC;HTH,GH4:+0.5708;AraC:+0.3585;HTH:+0.3073
562,1,galactan,beta-mannan,0.6915390214007828,GH42,GH42;3.A.1;null,GH42;3.A.1;null;LacI,GH42:+0.3688;3.A.1:+0.3280;null:+0.2911;LacI:+0.0797
563,1,galactan,beta-mannan,0.4769230769230769,LacI,LacI;GH2,LacI;GH2,LacI:+0.4287;GH2:+0.3829
564,1,galactan,beta-mannan,1.0,LacI,LacI;GH2;2.A.2,LacI;GH2;2.A.2,LacI:+0.4850;GH2:+0.4300;2.A.2:+0.3034
571,1,galactan,galactan,0.9964881050279113,GH36,GH36;3.A.1.1.28;0044258,GH36;3.A.1.1.28;0044258;SBP;1,GH36:+0.1690;3.A.1.1.28:+0.1544;0044258:+0.1204;SBP:+0.1083;1:+0.0705
589,1,galactan,galactan,0.9743083003952568,42,42;GH5;1,42;GH5;1;TPR;null,42:+0.3469;GH5:+0.2258;1:+0.1962;TPR:+0.1847;null:+0.0119
593,1,host glycan,host glycan,0.7715430861723447,CBM32,CBM32;GH2;GH29,CBM32;GH2;GH29;HTH;GH20,CBM32:+0.0986;GH2:+0.0808;GH29:+0.0389;HTH:+0.0321;GH20:+0.0277
606,1,host glycan,host glycan,1.0,GH2,GH2;1.B.14.6.1;AraC,GH2;1.B.14.6.1;AraC;HTH;null,GH2:+0.4016;1.B.14.6.1:+0.2448;AraC:+0.2233;HTH:+0.2197;null:+0.1120
611,1,host glycan,host glycan,0.9723865877712031,DeoR,DeoR;PfkB;1.B.35.2.2,DeoR;PfkB;1.B.35.2.2;GH31;13,DeoR:+0.2056;PfkB:+0.1673;1.B.35.2.2:+0.1389;GH31:+0.1021;13:+0.1006
615,1,host glycan,host glycan,0.9779116465863453,CE9,CE9;GH20;GH2,CE9;GH20;GH2;CE20;GH92,CE9:+0.1199;GH20:+0.0862;GH2:+0.0809;CE20:+0.0536;GH92:+0.0510
621,1,host glycan,host glycan,1.0,CE9,CE9;4.A.1.1.7,CE9;4.A.1.1.7,CE9:+0.3977;4.A.1.1.7:+0.0263
624,1,host glycan,host glycan,1.0,4.A.3.1.3,4.A.3.1.3;GH1,4.A.3.1.3;GH1,4.A.3.1.3:+0.2851;GH1:+0.2266
625,1,host glycan,host glycan,1.0,GH88,GH88;4.A.6.1.14;PfkB,GH88;4.A.6.1.14;PfkB;null;Nitroreductase,GH88:+0.2787;4.A.6.1.14:+0.1086;PfkB:+0.1084;null:+0.0938;Nitroreductase:+0.0652
628,1,host glycan,host glycan,1.0,CE9,CE9;DeoR;4.A.6.1.4,CE9;DeoR;4.A.6.1.4;SIS;4.A.6.1.5,CE9:+0.1844;DeoR:+0.0500;4.A.6.1.4:+0.0224;SIS:+0.0202;4.A.6.1.5:+0.0201
630,1,host glycan,host glycan,0.9441117764471058,GH33,GH33;CBM93;8.A.46.1.4,GH33;CBM93;8.A.46.1.4;MarR;3,GH33:+0.2211;CBM93:+0.1733;8.A.46.1.4:+0.0905;MarR:+0.0813;3:+0.0784
642,1,host glycan,host glycan,1.0,GH33,GH33;GH2;GH20,GH33;GH2;GH20;CBM93;CE20,GH33:+0.0741;GH2:+0.0521;GH20:+0.0437;CBM93:+0.0285;CE20:+0.0141
644,1,host glycan,host glycan,0.9821428571428571,GH33,GH33;GH2;GH20,GH33;GH2;GH20;CBM93;CE20,GH33:+0.1003;GH2:+0.0786;GH20:+0.0620;CBM93:+0.0586;CE20:+0.0375
651,1,host glycan,host glycan,1.0,CE9,CE9;GH20;GH2,CE9;GH20;GH2;GH92,CE9:+0.1294;GH20:+0.0820;GH2:+0.0741;GH92:+0.0225
653,1,host glycan,host glycan,1.0,CE9,CE9;GH20;GH2,CE9;GH20;GH2;GH92;CE3,CE9:+0.1253;GH20:+0.0893;GH2:+0.0788;GH92:+0.0319;CE3:+0.0238
659,1,host glycan,host glycan,1.0,GH18,GH18;GerE;1.B.14.6.13,GH18;GerE;1.B.14.6.13;8.A.46.2.1;FecR,GH18:+0.1274;GerE:+0.0957;1.B.14.6.13:+0.0794;8.A.46.2.1:+0.0455;FecR:+0.0341
660,1,host glycan,host glycan,1.0,GH18,GH18;8.A.46.2.2;1.B.14.6.13,GH18;8.A.46.2.2;1.B.14.6.13;FecR;null,GH18:+0.0971;8.A.46.2.2:+0.0696;1.B.14.6.13:+0.0301;FecR:+0.0244;null:+0.0178
666,1,host glycan,host glycan,1.0,GH89,GH89;FecR;GerE,GH89;FecR;GerE;1.B.14.6.1;null,GH89:+0.4139;FecR:+0.3212;GerE:+0.2387;1.B.14.6.1:+0.0948;null:+0.0351
678,1,host glycan,host glycan,0.5673653272842827,GH170,GH170;null;4.A.3.2.4,GH170;null;4.A.3.2.4,GH170:+0.1567;null:+0.0691;4.A.3.2.4:+0.0404
682,1,host glycan,host glycan,0.5673653272842827,GH170,GH170;null;4.A.3.2.4,GH170;null;4.A.3.2.4,GH170:+0.1567;null:+0.0691;4.A.3.2.4:+0.0404
689,1,host glycan,host glycan,0.9939148073022313,GH20,GH20;GH38;GH92,GH20;GH38;GH92;GH125;null,GH20:+0.2038;GH38:+0.1891;GH92:+0.1580;GH125:+0.1447;null:+0.0241
690,1,host glycan,host glycan,0.9346534653465346,CE9,CE9;SIS;GntR,CE9;SIS;GntR;4.A.6.1.18;GH35,CE9:+0.3763;SIS:+0.1147;GntR:+0.0897;4.A.6.1.18:+0.0816;GH35:+0.0244
692,1,host glycan,host glycan,0.573943661971831,GH2,GH2,GH2,GH2:+0.3370
694,1,host glycan,host glycan,0.9939148073022313,GH20,GH20;GH38;GH92,GH20;GH38;GH92;GH125;null,GH20:+0.2038;GH38:+0.1891;GH92:+0.1580;GH125:+0.1447;null:+0.0241
696,1,host glycan,host glycan,1.0,GH33,GH33;GH2;GH20,GH33;GH2;GH20;CBM93;CE20,GH33:+0.0741;GH2:+0.0521;GH20:+0.0437;CBM93:+0.0285;CE20:+0.0141
702,1,host glycan,host glycan,1.0,GH33,GH33;GH20;CBM93,GH33;GH20;CBM93;GH2;CE20,GH33:+0.0792;GH20:+0.0528;CBM93:+0.0494;GH2:+0.0464;CE20:+0.0342
703,1,host glycan,host glycan,0.9196078431372549,GH2,GH2;2.A.115.1.2;GH20,GH2;2.A.115.1.2;GH20;1.C.39.4.5;CBM32,GH2:+0.0769;2.A.115.1.2:+0.0709;GH20:+0.0697;1.C.39.4.5:+0.0668;CBM32:+0.0636
715,1,host glycan,host glycan,0.9980741045797551,GH35,GH35;19;GH43,GH35;19;GH43;9;CBM91,GH35:+0.2852;19:+0.1867;GH43:+0.1759;9:+0.0736;CBM91:+0.0544
717,1,host glycan,host glycan,1.0,8.A.46.2.2,8.A.46.2.2;GH18;1.B.14.6.13,8.A.46.2.2;GH18;1.B.14.6.13;FecR;null,8.A.46.2.2:+0.1537;GH18:+0.1214;1.B.14.6.13:+0.1050;FecR:+0.0519;null:+0.0434
722,1,host glycan,host glycan,0.9940119760479041,GH18,GH18;GH163;1.B.14.6.13,GH18;GH163;1.B.14.6.13;null;8.A.46.2.1,GH18:+0.1313;GH163:+0.0875;1.B.14.6.13:+0.0841;null:+0.0613;8.A.46.2.1:+0.0572
726,1,host glycan,host glycan,0.9920318725099602,CBM32,CBM32;1.B.14.6.1;GH92,CBM32;1.B.14.6.1;GH92;null;HTH,CBM32:+0.1925;1.B.14.6.1:+0.1272;GH92:+0.1135;null:+0.0460;HTH:+0.0392
730,1,host glycan,host glycan,0.9982840369243844,HTH,HTH;CBM67;GH78,HTH;CBM67;GH78;AraC;null,HTH:+0.2098;CBM67:+0.1887;GH78:+0.1696;AraC:+0.1650;null:+0.1491
737,1,host glycan,host glycan,1.0,CBM32,CBM32;GH92;1.B.14.6.1,CBM32;GH92;1.B.14.6.1;null;34,CBM32:+0.2118;GH92:+0.1379;1.B.14.6.1:+0.1243;null:+0.0540;34:+0.0428
739,1,host glycan,host glycan,1.0,GH88,GH88;AraC;HTH,GH88;AraC;HTH;GH2;GH20,GH88:+0.1648;AraC:+0.1141;HTH:+0.1061;GH2:+0.1045;GH20:+0.0792
744,1,host glycan,host glycan,1.0,GH29,GH29;GH97;AraC,GH29;GH97;AraC;10;HTH,GH29:+0.2710;GH97:+0.2257;AraC:+0.2229;10:+0.2149;HTH:+0.2008
746,1,host glycan,host glycan,0.993963782696177,CE9,CE9;DeoR;4.A.6.1.5,CE9;DeoR;4.A.6.1.5;SIS;4.A.6.1.4,CE9:+0.1947;DeoR:+0.0646;4.A.6.1.5:+0.0242;SIS:+0.0240;4.A.6.1.4:+0.0124
752,1,host glycan,host glycan,0.9723865877712031,DeoR,DeoR;PfkB;1.B.35.2.2,DeoR;PfkB;1.B.35.2.2;GH31;13,DeoR:+0.2056;PfkB:+0.1673;1.B.35.2.2:+0.1389;GH31:+0.1021;13:+0.1006
753,1,host glycan,galactan,0.4020100502512563,null,null;3.A.1.1.48;LacI,null;3.A.1.1.48;LacI;bac;SBP,null:+0.3599;3.A.1.1.48:+0.1968;LacI:+0.1640;bac:+0.1520;SBP:+0.1439
757,1,host glycan,host glycan,1.0,CE9,CE9,CE9,CE9:+0.3670
761,1,host glycan,host glycan,1.0,GH33,GH33;CBM93;GH20,GH33;CBM93;GH20;GH2;CE20,GH33:+0.1414;CBM93:+0.0856;GH20:+0.0677;GH2:+0.0566;CE20:+0.0378
764,1,host glycan,host glycan,1.0,CBM32,CBM32;null;1.B.14.6.1,CBM32;null;1.B.14.6.1,CBM32:+0.7737;null:+0.1102;1.B.14.6.1:+0.0971
783,1,host glycan,host glycan,1.0,8.A.46.2.2,8.A.46.2.2;GH18;null,8.A.46.2.2;GH18;null,8.A.46.2.2:+0.1995;GH18:+0.1470;null:+0.0321
787,1,host glycan,host glycan,0.9900596421471173,CBM32,CBM32;FecR;2.A.115.1.1,CBM32;FecR;2.A.115.1.1;GH109;1.B.14.6.1,CBM32:+0.1037;FecR:+0.0414;2.A.115.1.1:+0.0413;GH109:+0.0402;1.B.14.6.1:+0.0335
798,1,host glycan,host glycan,1.0,GH29,GH29;AraC;HTH,GH29;AraC;HTH;GH97;CBM91,GH29:+0.1390;AraC:+0.1281;HTH:+0.1147;GH97:+0.1139;CBM91:+0.0945
801,1,host glycan,host glycan,0.9940119760479041,GH18,GH18;GH163;1.B.14.6.13,GH18;GH163;1.B.14.6.13;null;8.A.46.2.1,GH18:+0.1313;GH163:+0.0875;1.B.14.6.13:+0.0841;null:+0.0613;8.A.46.2.1:+0.0572
807,1,host glycan,host glycan,0.4336283185840708,GH2,GH2,GH2,GH2:+0.2821
811,1,host glycan,host glycan,0.9644268774703557,GH88,GH88;PL12;4.A.6.1.14,GH88;PL12;4.A.6.1.14;null;PfkB,GH88:+0.2323;PL12:+0.0783;4.A.6.1.14:+0.0659;null:+0.0498;PfkB:+0.0411
812,1,host glycan,host glycan,0.8415713248764302,GH88,GH88;PL12;PfkB,GH88;PL12;PfkB;null;4.A.6,GH88:+0.2908;PL12:+0.1170;PfkB:+0.0285;null:+0.0257;4.A.6:+0.0253
819,1,host glycan,host glycan,0.48798777419148426,GH3,GH3;CE8;2,GH3;CE8;2;HTH;AraC,GH3:+0.1949;CE8:+0.1702;2:+0.1477;HTH:+0.1329;AraC:+0.1227
828,1,host glycan,host glycan,0.9822134387351779,GH88,GH88;PL12;PL8,GH88;PL12;PL8;null;4.A.6,GH88:+0.2306;PL12:+0.0990;PL8:+0.0410;null:+0.0395;4.A.6:+0.0251
831,1,pectin,pectin,0.7310344827586207,GH105,GH105;LacI;GH28,GH105;LacI;GH28;PfkB;2.A.56.1.5,GH105:+0.0926;LacI:+0.0771;GH28:+0.0701;PfkB:+0.0557;2.A.56.1.5:+0.0484
833,1,pectin,pectin,1.0,GH3,GH3;GH144;8.A.46.1.3,GH3;GH144;8.A.46.1.3,GH3:+0.2672;GH144:+0.1206;8.A.46.1.3:+0.0589
834,1,pectin,pectin,0.9410569105691057,GH3,GH3;GH144;1.B.14.6.1,GH3;GH144;1.B.14.6.1,GH3:+0.2754;GH144:+0.0967;1.B.14.6.1:+0.0681
838,1,pectin,pectin,0.6018410021623318,NUDIX,NUDIX;2.A.21.3.19;GH146,NUDIX;2.A.21.3.19;GH146;1.B.14.6.1;1,NUDIX:+0.2044;2.A.21.3.19:+0.2019;GH146:+0.1455;1.B.14.6.1:+0.1367;1:+0.0971
844,1,pectin,chitin,0.35850849800664036,3.A.1,3.A.1,3.A.1,3.A.1:+0.3227
857,1,pectin,pectin,0.8277153558052434,GH105,GH105;CE12;PL1,GH105;CE12;PL1;GH28;CE8,GH105:+0.0916;CE12:+0.0782;PL1:+0.0605;GH28:+0.0593;CE8:+0.0420
861,1,pectin,pectin,0.8321323459493056,GH105,GH105;CE12;HTH,GH105;CE12;HTH;PL11;GH28,GH105:+0.1012;CE12:+0.0777;HTH:+0.0581;PL11:+0.0568;GH28:+0.0534
865,1,pectin,pectin,0.9410569105691057,GH3,GH3;GH144;1.B.14.6.1,GH3;GH144;1.B.14.6.1,GH3:+0.2754;GH144:+0.0967;1.B.14.6.1:+0.0681
868,1,pectin,pectin,1.0,GH3,GH3;null,GH3;null,GH3:+0.3261;null:+0.0589
871,1,pectin,pectin,0.4925828129780941,GH28,GH28,GH28,GH28:+0.4664
882,1,pectin,pectin,0.42718446601941745,null,null;34;10,null;34;10;GH43;AraC,null:+0.3357;34:+0.2770;10:+0.0977;GH43:+0.0919;AraC:+0.0674
884,1,pectin,arabinogalactan,0.6943364527687724,29,29;GH51;2.A.21,29;GH51;2.A.21;GH43;GH146,29:+0.1138;GH51:+0.0915;2.A.21:+0.0822;GH43:+0.0733;GH146:+0.0679
889,1,pectin,pectin,0.867579203860982,18,18;GH140;GH28,18;GH140;GH28;PL1;GH78,18:+0.1445;GH140:+0.1374;GH28:+0.1078;PL1:+0.1008;GH78:+0.1006
891,1,pectin,pectin,0.9433438229162546,18,18;GH33;GH140,18;GH33;GH140;CBM67;AraC,18:+0.1244;GH33:+0.0837;GH140:+0.0811;CBM67:+0.0676;AraC:+0.0661
894,1,pectin,pectin,0.8495316033677849,GH105,GH105;CE12;AraC,GH105;CE12;AraC;HTH;GH106,GH105:+0.0818;CE12:+0.0762;AraC:+0.0666;HTH:+0.0666;GH106:+0.0617
899,1,pectin,pectin,0.3983286908077994,CE20,CE20,CE20,CE20:+0.2392
900,1,pectin,pectin,1.0,CE12,CE12;GH105;GH28,CE12;GH105;GH28;LacI;10,CE12:+0.0636;GH105:+0.0596;GH28:+0.0578;LacI:+0.0538;10:+0.0426
903,1,pectin,pectin,0.8093036161258006,PL1,PL1;2;1.B.14,PL1;2;1.B.14,PL1:+0.3513;2:+0.1096;1.B.14:+0.0273
912,1,pectin,pectin,0.5173267326732673,CE1,CE1;1.B.14.6.1;null,CE1;1.B.14.6.1;null,CE1:+0.2846;1.B.14.6.1:+0.1869;null:+0.1024
919,1,pectin,pectin,0.5057736720554272,GH3,GH3;1.B.14.6.1,GH3;1.B.14.6.1,GH3:+0.3235;1.B.14.6.1:+0.0478
929,1,pectin,pectin,0.7154684698637075,PL1,PL1;GH36;null,PL1;GH36;null,PL1:+0.4428;GH36:+0.0401;null:+0.0163
940,1,xylan,xylan,1.0,8.A.46.1.1,8.A.46.1.1;GH20;1.B.14.6.1,8.A.46.1.1;GH20;1.B.14.6.1;CBM32,8.A.46.1.1:+0.5482;GH20:+0.4134;1.B.14.6.1:+0.2400;CBM32:+0.0535
944,1,xylan,xylan,0.7062256809338521,7,7;GH43;17,7;GH43;17;CE6;GH3,7:+0.1792;GH43:+0.1367;17:+0.1182;CE6:+0.0548;GH3:+0.0308
949,1,xylan,xylan,0.978,7,7;GH43;17,7;GH43;17;CBM6;CE1,7:+0.1982;GH43:+0.1822;17:+0.1542;CBM6:+0.1076;CE1:+0.1017
953,1,xylan,xylan,1.0,AraC,AraC;GH95;GH3,AraC;GH95;GH3;HTH;GH10,AraC:+0.1423;GH95:+0.1399;GH3:+0.1202;HTH:+0.1041;GH10:+0.0236
959,1,xylan,xylan,0.6884057971014492,GH97,GH97;10;CE1,GH97;10;CE1;GH43;GH115,GH97:+0.0711;10:+0.0583;CE1:+0.0524;GH43:+0.0496;GH115:+0.0490
976,1,xylan,xylan,0.5024232633279483,CE1,CE1;10;12,CE1;10;12;GH97;GH115,CE1:+0.0463;10:+0.0456;12:+0.0443;GH97:+0.0431;GH115:+0.0405
977,1,xylan,xylan,0.8176470588235294,GH43,GH43;GH67;12,GH43;GH67;12;GH10;GH115,GH43:+0.0795;GH67:+0.0702;12:+0.0618;GH10:+0.0562;GH115:+0.0284
982,1,xylan,xylan,0.7131630648330058,GH115,GH115;12;10,GH115;12;10;GH43;GH97,GH115:+0.1140;12:+0.0982;10:+0.0698;GH43:+0.0691;GH97:+0.0650
983,1,xylan,beta-glucan,0.3348623853211009,GH59,GH59;10;29,GH59;10;29;GH62;CBM6,GH59:+0.0757;10:+0.0623;29:+0.0577;GH62:+0.0554;CBM6:+0.0542
988,1,xylan,xylan,0.5384615384615384,GH67,GH67;GH10;HTH,GH67;GH10;HTH;null;11,GH67:+0.1344;GH10:+0.1070;HTH:+0.0316;null:+0.0275;11:+0.0191
989,1,xylan,xylan,0.9961661606914929,GH10,GH10;GH67;2.A.2.3.2,GH10;GH67;2.A.2.3.2;AraC;HTH,GH10:+0.1392;GH67:+0.1201;2.A.2.3.2:+0.0726;AraC:+0.0705;HTH:+0.0703
991,1,xylan,xylan,0.877431906614786,GH97,GH97;GH3;46,GH97;GH3;46;1;8,GH97:+0.1671;GH3:+0.1356;46:+0.1163;1:+0.0982;8:+0.0950
997,1,xylan,xylan,1.0,GH10,GH10;1.B.14.6.1;8,GH10;1.B.14.6.1;8;HTH;AraC,GH10:+0.2969;1.B.14.6.1:+0.1757;8:+0.1684;HTH:+0.1458;AraC:+0.1323
1001,1,xylan,xylan,0.7464212678936605,GH67,GH67;GH10;AraC,GH67;GH10;AraC;GH43;HTH,GH67:+0.1402;GH10:+0.1335;AraC:+0.0226;GH43:+0.0127;HTH:+0.0102
1002,1,xylan,xylan,0.37532133676092544,11,11;GH43;AraC,11;GH43;AraC;SBP;HTH,11:+0.1233;GH43:+0.0646;AraC:+0.0527;SBP:+0.0428;HTH:+0.0403
1004,1,xylan,xylan,1.0,GH10,GH10;GH95;GH3,GH10;GH95;GH3;AraC;HTH,GH10:+0.2597;GH95:+0.1870;GH3:+0.1801;AraC:+0.1673;HTH:+0.1549
1010,1,xylan,xylan,0.36363636363636365,GH67,GH67;null;14,GH67;null;14,GH67:+0.2598;null:+0.0227;14:+0.0015
1017,1,xylan,xylan,1.0,10,10;CBM91;GH43,10;CBM91;GH43;CE20;LacI,10:+0.1288;CBM91:+0.1181;GH43:+0.1176;CE20:+0.1093;LacI:+0.0936
