idx,fold,true,pred,prob_true,top1,top3,top5,top5_with_delta
407,1,beta-mannan,beta-mannan,0.764,GH35,GH35;GH42;LacI,GH35;GH42;LacI;3.A.1;null,GH35:+0.3453;GH42:+0.3418;LacI:+0.2237;3.A.1:+0.1101;null:+0.0111
412,1,beta-mannan,arabinogalactan,0.0,,,,
419,1,beta-mannan,beta-mannan,0.964509394572025,GH26,GH26;GH130;2.A.2,GH26;GH130;2.A.2;AraC;1.B.14,GH26:+0.2257;GH130:+0.2042;2.A.2:+0.0953;AraC:+0.0610;1.B.14:+0.0550
423,1,beta-mannan,beta-mannan,0.524904214559387,GH42,GH42;3.A.1;LacI,GH42;3.A.1;LacI,GH42:+0.3959;3.A.1:+0.0874;LacI:+0.0481
431,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH,4.A.3:+0.7583;GH4:+0.2983;AraC:+0.1803;HTH:+0.0380
435,1,chitin,chitin,1.0,AraC,AraC;4.A.3;HTH,AraC;4.A.3;HTH;GH1,AraC:+0.5692;4.A.3:+0.5495;HTH:+0.5102;GH1:+0.2626
444,1,chitin,chitin,1.0,AA10,AA10;GH18;CBM5,AA10;GH18;CBM5,AA10:+0.3710;GH18:+0.2320;CBM5:+0.1959
447,1,chitin,chitin,0.46112438835250846,CBM5,CBM5;GH18,CBM5;GH18,CBM5:+0.2126;GH18:+0.1654
450,1,chitin,chitin,1.0,1.B.25,1.B.25;GH20;null,1.B.25;GH20;null,1.B.25:+0.7955;GH20:+0.3674;null:+0.2955
451,1,chitin,host glycan,0.20061215541016142,PIG-L,PIG-L;GH18;3.A.1,PIG-L;GH18;3.A.1,PIG-L:+0.1259;GH18:+0.0314;3.A.1:+0.0030
454,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;CE4,4.A.3;GH4;CE4,4.A.3:+0.4936;GH4:+0.4084;CE4:+0.0797
461,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH,4.A.3:+0.6831;GH4:+0.3115;AraC:+0.1191;HTH:+0.0205
462,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH,4.A.3:+1.0000;GH4:+0.2942;AraC:+0.1719;HTH:+0.0503
477,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH,4.A.3:+0.6418;GH4:+0.3254;AraC:+0.1017;HTH:+0.0185
479,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH;null,4.A.3:+0.6831;GH4:+0.2802;AraC:+0.2500;HTH:+0.1311;null:+0.1088
482,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH;null,4.A.3:+0.6831;GH4:+0.2802;AraC:+0.2500;HTH:+0.1311;null:+0.1088
487,1,chitin,host glycan,0.017100578401916536,3.A.1,3.A.1;bac,3.A.1;bac,3.A.1:+0.0128;bac:+0.0007
488,1,fructan,fructan,0.36857142857142855,GH32,GH32;null;HTH,GH32;null;HTH;AraC,GH32:+0.3370;null:+0.0894;HTH:+0.0714;AraC:+0.0371
494,1,fructan,fructan,0.6746377560394226,GH32,GH32;1.B.14;null,GH32;1.B.14;null,GH32:+0.5400;1.B.14:+0.2980;null:+0.1372
508,1,fructan,fructan,0.439877364174678,3.A.1,3.A.1;GH32;LacI,3.A.1;GH32;LacI,3.A.1:+0.4379;GH32:+0.3927;LacI:+0.1733
509,1,fructan,fructan,1.0,null,null;LacI;4.A.1,null;LacI;4.A.1;GH32,null:+1.0000;LacI:+0.6570;4.A.1:+0.5830;GH32:+0.4409
510,1,fructan,fructan,1.0,null,null;LacI;4.A.1,null;LacI;4.A.1;GH32,null:+1.0000;LacI:+0.6570;4.A.1:+0.5830;GH32:+0.4409
517,1,fructan,fructan,0.5256578947368437,3.A.1,3.A.1;GH32;null,3.A.1;GH32;null,3.A.1:+0.4723;GH32:+0.1462;null:+0.0855
522,1,galactan,beta-mannan,0.036621533724392676,1.B.52,1.B.52,1.B.52,1.B.52:+0.0366
527,1,galactan,galactan,0.557510148849797,GH36,GH36;3.A.1;HTH,GH36;3.A.1;HTH;AraC;GH13,GH36:+0.2352;3.A.1:+0.1052;HTH:+0.0923;AraC:+0.0834;GH13:+0.0201
534,1,galactan,beta-glucan,0.0,,,,
538,1,galactan,host glycan,0.023653273743806248,3.A.1,3.A.1;HTH;AraC,3.A.1;HTH;AraC,3.A.1:+0.0143;HTH:+0.0103;AraC:+0.0073
540,1,galactan,galactan,0.8287937743190661,null,null;GH117;2.A.21,null;GH117;2.A.21;2.A.1;PfkB,null:+0.1135;GH117:+0.1089;2.A.21:+0.0913;2.A.1:+0.0837;PfkB:+0.0747
545,1,galactan,galactan,0.5673286135466378,GH53,GH53;HTH;8.A.46,GH53;HTH;8.A.46;AraC;1.B.14,GH53:+0.3968;HTH:+0.1503;8.A.46:+0.1198;AraC:+0.1107;1.B.14:+0.0197
551,1,galactan,galactan,1.0,GH4,GH4;AraC;HTH,GH4;AraC;HTH,GH4:+0.5513;AraC:+0.4860;HTH:+0.3441
558,1,galactan,galactan,0.9983618211603252,3.A.1,3.A.1;GH36;GH13,3.A.1;GH36;GH13;AraC;HTH,3.A.1:+0.2991;GH36:+0.2926;GH13:+0.2749;AraC:+0.0363;HTH:+0.0277
560,1,galactan,galactan,1.0,GH4,GH4;AraC;HTH,GH4;AraC;HTH,GH4:+0.5519;AraC:+0.3506;HTH:+0.2589
571,1,galactan,galactan,0.9947413913824491,GH36,GH36;null;bac,GH36;null;bac;3.A.1;SBP,GH36:+0.5494;null:+0.2598;bac:+0.1823;3.A.1:+0.1660;SBP:+0.1611
577,1,galactan,galactan,0.862944962454161,GH129,GH129;2.A.1;GH127,GH129;2.A.1;GH127;HTH;AraC,GH129:+0.2323;2.A.1:+0.2081;GH127:+0.1685;HTH:+0.1343;AraC:+0.1042
582,1,galactan,galactan,0.6451984842336792,2.A.2,2.A.2;null;GH42,2.A.2;null;GH42;LacI,2.A.2:+0.3485;null:+0.0824;GH42:+0.0811;LacI:+0.0125
583,1,galactan,galactan,0.8003992015968064,GntR,GntR;2.A.1;null,GntR;2.A.1;null;GH16;1.B.14,GntR:+0.2705;2.A.1:+0.2519;null:+0.1658;GH16:+0.1109;1.B.14:+0.0420
586,1,galactan,galactan,0.4875,GH42,GH42;SBP;bac,GH42;SBP;bac;null;LacI,GH42:+0.2262;SBP:+0.2262;bac:+0.2164;null:+0.1465;LacI:+0.0799
594,1,host glycan,host glycan,0.9425020603804221,GH2,GH2;GH20;GH29,GH2;GH20;GH29;GH18;null,GH2:+0.1176;GH20:+0.0897;GH29:+0.0856;GH18:+0.0762;null:+0.0453
595,1,host glycan,host glycan,0.998413199555532,8.A.46,8.A.46;GH163;GH92,8.A.46;GH163;GH92;GH130;1.B.14,8.A.46:+0.1605;GH163:+0.1288;GH92:+0.0971;GH130:+0.0904;1.B.14:+0.0615
597,1,host glycan,host glycan,0.998413199555532,GH18,GH18;FecR;8.A.46,GH18;FecR;8.A.46;null;GerE,GH18:+0.1949;FecR:+0.1644;8.A.46:+0.1275;null:+0.0762;GerE:+0.0691
602,1,host glycan,host glycan,0.7134376039658383,CBM93,CBM93;2.A.4;GH33,CBM93;2.A.4;GH33;AraC;HTH,CBM93:+0.0802;2.A.4:+0.0653;GH33:+0.0578;AraC:+0.0405;HTH:+0.0379
605,1,host glycan,host glycan,0.8675373134328358,CBM32,CBM32;GH92;null,CBM32;GH92;null;1.B.14,CBM32:+0.3194;GH92:+0.1065;null:+0.0591;1.B.14:+0.0351
616,1,host glycan,host glycan,0.37319587628865974,GH33,GH33;GH20;GH29,GH33;GH20;GH29;GH2,GH33:+0.1167;GH20:+0.0680;GH29:+0.0453;GH2:+0.0002
630,1,host glycan,host glycan,0.8307692307692307,GH33,GH33;CBM93;8.A.46,GH33;CBM93;8.A.46;HTH;1.B.14,GH33:+0.2066;CBM93:+0.1619;8.A.46:+0.0749;HTH:+0.0358;1.B.14:+0.0171
637,1,host glycan,host glycan,0.8070866141732282,2.A.4,2.A.4;null;HTH,2.A.4;null;HTH;AraC;GH78,2.A.4:+0.2145;null:+0.1774;HTH:+0.1063;AraC:+0.1023;GH78:+0.0800
638,1,host glycan,host glycan,1.0,GH88,GH88;4.A.6;PfkB,GH88;4.A.6;PfkB;PL12;null,GH88:+0.1725;4.A.6:+0.0930;PfkB:+0.0217;PL12:+0.0206;null:+0.0196
650,1,host glycan,host glycan,1.0,CE9,CE9;4.A.1,CE9;4.A.1,CE9:+0.8143;4.A.1:+0.0220
653,1,host glycan,host glycan,1.0,CE9,CE9;GH2;GH20,CE9;GH2;GH20;GH92;CE3,CE9:+0.1146;GH2:+0.0882;GH20:+0.0820;GH92:+0.0222;CE3:+0.0080
659,1,host glycan,host glycan,0.998413199555532,GH18,GH18;FecR;8.A.46,GH18;FecR;8.A.46;null;1.B.14,GH18:+0.1798;FecR:+0.1580;8.A.46:+0.0764;null:+0.0159;1.B.14:+0.0138
667,1,host glycan,host glycan,0.998413199555532,GH18,GH18;FecR;8.A.46,GH18;FecR;8.A.46;null;1.B.14,GH18:+0.1798;FecR:+0.1580;8.A.46:+0.0764;null:+0.0159;1.B.14:+0.0138
668,1,host glycan,host glycan,0.9943404386264024,GH18,GH18;FecR;8.A.46,GH18;FecR;8.A.46;null;GerE,GH18:+0.2096;FecR:+0.1536;8.A.46:+0.1362;null:+0.0721;GerE:+0.0582
673,1,host glycan,host glycan,1.0,4.A.3,4.A.3;null;GH1,4.A.3;null;GH1,4.A.3:+1.0000;null:+0.4033;GH1:+0.2681
674,1,host glycan,host glycan,1.0,4.A.3,4.A.3;null;GH1,4.A.3;null;GH1,4.A.3:+1.0000;null:+0.5815;GH1:+0.3485
681,1,host glycan,beta-glucan,0.0,,,,
683,1,host glycan,host glycan,1.0,GH20,GH20,GH20,GH20:+0.5783
685,1,host glycan,host glycan,1.0,GH33,GH33;CBM93;GH20,GH33;CBM93;GH20;CE20;GH2,GH33:+0.2008;CBM93:+0.1520;GH20:+0.1169;CE20:+0.0988;GH2:+0.0734
694,1,host glycan,host glycan,1.0,GH20,GH20;GH38;GH92,GH20;GH38;GH92;GH125;null,GH20:+0.2316;GH38:+0.1480;GH92:+0.1240;GH125:+0.0703;null:+0.0100
701,1,host glycan,host glycan,1.0,GH2,GH2;null,GH2;null,GH2:+0.6026;null:+0.0557
702,1,host glycan,host glycan,0.9900596421471173,GH20,GH20;GH33;CBM93,GH20;GH33;CBM93;CE20;GH2,GH20:+0.1066;GH33:+0.0729;CBM93:+0.0604;CE20:+0.0239;GH2:+0.0184
707,1,host glycan,pectin,0.01786135771366914,AraC,AraC,AraC,AraC:+0.0042
715,1,host glycan,host glycan,0.9980741045797551,GH35,GH35;GH43;CBM91,GH35;GH43;CBM91,GH35:+0.4889;GH43:+0.2301;CBM91:+0.0737
718,1,host glycan,host glycan,0.9963655719026272,GH18,GH18;FecR;8.A.46,GH18;FecR;8.A.46;null;GerE,GH18:+0.1649;FecR:+0.1321;8.A.46:+0.1106;null:+0.0633;GerE:+0.0487
725,1,host glycan,host glycan,1.0,GH92,GH92;CBM32;HTH,GH92;CBM32;HTH;AraC;1.B.14,GH92:+0.2779;CBM32:+0.2162;HTH:+0.1169;AraC:+0.1049;1.B.14:+0.0913
730,1,host glycan,host glycan,1.0,GH3,GH3;AraC;HTH,GH3;AraC;HTH;CBM67;2.A.4,GH3:+0.2088;AraC:+0.1908;HTH:+0.1850;CBM67:+0.1720;2.A.4:+0.1654
734,1,host glycan,host glycan,0.9920477137176938,CE9,CE9;4.A.6;SIS,CE9;4.A.6;SIS;GntR;GH35,CE9:+0.2675;4.A.6:+0.0844;SIS:+0.0571;GntR:+0.0403;GH35:+0.0213
742,1,host glycan,host glycan,0.8870636550308009,GH2,GH2;1.B.14;AraC,GH2;1.B.14;AraC;HTH;null,GH2:+0.4581;1.B.14:+0.1830;AraC:+0.0956;HTH:+0.0862;null:+0.0656
745,1,host glycan,host glycan,0.9985513440728034,GH88,GH88;PL12;8.A.46,GH88;PL12;8.A.46;2.A.1;PL15,GH88:+0.2963;PL12:+0.1590;8.A.46:+0.1571;2.A.1:+0.1424;PL15:+0.1048
753,1,host glycan,galactan,0.19585844948563383,GH29,GH29;GH95;null,GH29;GH95;null;3.A.1,GH29:+0.1018;GH95:+0.0653;null:+0.0307;3.A.1:+0.0304
754,1,host glycan,host glycan,0.42890309349458783,GH88,GH88;PL8;null,GH88;PL8;null,GH88:+0.1936;PL8:+0.1124;null:+0.0464
762,1,host glycan,host glycan,1.0,GH33,GH33;CBM93;CE20,GH33;CBM93;CE20;GH20;GH2,GH33:+0.2167;CBM93:+0.1587;CE20:+0.1213;GH20:+0.0950;GH2:+0.0643
765,1,host glycan,host glycan,0.9920477137176938,PL8,PL8;8.A.46;GH2,PL8;8.A.46;GH2;AraC;1.B.14,PL8:+0.1398;8.A.46:+0.0957;GH2:+0.0895;AraC:+0.0861;1.B.14:+0.0857
770,1,host glycan,host glycan,1.0,CBM32,CBM32;null;1.B.14,CBM32;null;1.B.14,CBM32:+0.7788;null:+0.1270;1.B.14:+0.0801
773,1,host glycan,host glycan,0.7710134457329001,CBM93,CBM93;GH33;GH20,CBM93;GH33;GH20;CE20;CE3,CBM93:+0.1044;GH33:+0.0919;GH20:+0.0567;CE20:+0.0324;CE3:+0.0302
778,1,host glycan,host glycan,1.0,GerE,GerE;GH92;CE20,GerE;GH92;CE20;null;CBM67,GerE:+0.1795;GH92:+0.1426;CE20:+0.1209;null:+0.1130;CBM67:+0.1069
785,1,host glycan,host glycan,0.8268771223745441,GH18,GH18;8.A.46,GH18;8.A.46,GH18:+0.5218;8.A.46:+0.2154
797,1,host glycan,host glycan,0.8958785249457701,GH29,GH29;HTH;GH97,GH29;HTH;GH97;AraC;CBM91,GH29:+0.2737;HTH:+0.2123;GH97:+0.1832;AraC:+0.1744;CBM91:+0.1441
798,1,host glycan,host glycan,1.0,HTH,HTH;GH29;AraC,HTH;GH29;AraC;GH97;CBM91,HTH:+0.1651;GH29:+0.1588;AraC:+0.1445;GH97:+0.1228;CBM91:+0.1020
799,1,host glycan,host glycan,0.9944417444999408,GH163,GH163;GH92;GH130,GH163;GH92;GH130;8.A.46;GH18,GH163:+0.2095;GH92:+0.1497;GH130:+0.1420;8.A.46:+0.1321;GH18:+0.0638
801,1,host glycan,host glycan,0.998413199555532,GH163,GH163;GH130;GH92,GH163;GH130;GH92;8.A.46;null,GH163:+0.1923;GH130:+0.1451;GH92:+0.1390;8.A.46:+0.1369;null:+0.0763
804,1,host glycan,host glycan,0.9905017593101064,GH163,GH163;GH92;GH130,GH163;GH92;GH130;8.A.46;null,GH163:+0.1923;GH92:+0.1427;GH130:+0.1406;8.A.46:+0.1373;null:+0.0684
810,1,host glycan,host glycan,0.9940357852882704,GH1,GH1;3.A.1;null,GH1;3.A.1;null;AraC;HTH,GH1:+0.2141;3.A.1:+0.1766;null:+0.1757;AraC:+0.1652;HTH:+0.1469
817,1,host glycan,host glycan,1.0,GH88,GH88;4.A.6;PfkB,GH88;4.A.6;PfkB;PL12;null,GH88:+0.1725;4.A.6:+0.0930;PfkB:+0.0217;PL12:+0.0206;null:+0.0196
822,1,host glycan,host glycan,0.8371612286295864,GH88,GH88;PL12;2.A.1,GH88;PL12;2.A.1;PL15;null,GH88:+0.3115;PL12:+0.2042;2.A.1:+0.0614;PL15:+0.0522;null:+0.0400
825,1,host glycan,host glycan,0.9714867617107943,8.A.46,8.A.46;PL8;HTH,8.A.46;PL8;HTH;1.B.14;GH2,8.A.46:+0.1122;PL8:+0.0911;HTH:+0.0584;1.B.14:+0.0535;GH2:+0.0481
827,1,host glycan,host glycan,0.9232323232323232,PL8,PL8;8.A.46;HTH,PL8;8.A.46;HTH;AraC;GH2,PL8:+0.1056;8.A.46:+0.0987;HTH:+0.0580;AraC:+0.0420;GH2:+0.0403
834,1,pectin,pectin,1.0,GH3,GH3;GH144;1.B.14,GH3;GH144;1.B.14,GH3:+0.2484;GH144:+0.1004;1.B.14:+0.0739
836,1,pectin,pectin,0.6801723316708612,GH144,GH144,GH144,GH144:+0.0672
837,1,pectin,pectin,1.0,GH3,GH3;GH133;GH57,GH3;GH133;GH57;GT4;1.B.14,GH3:+0.3104;GH133:+0.2909;GH57:+0.2581;GT4:+0.2317;1.B.14:+0.2203
843,1,pectin,pectin,0.65625,CE20,CE20;1.B.14;null,CE20;1.B.14;null,CE20:+0.3985;1.B.14:+0.1577;null:+0.1070
849,1,pectin,pectin,0.9900596421471173,GH105,GH105;2.A.56;1.B.14,GH105;2.A.56;1.B.14;PfkB;GH28,GH105:+0.1178;2.A.56:+0.0961;1.B.14:+0.0806;PfkB:+0.0671;GH28:+0.0609
851,1,pectin,pectin,0.9210526315789473,GH105,GH105;GH28;CE12,GH105;GH28;CE12;CE8;PL10,GH105:+0.1374;GH28:+0.0984;CE12:+0.0928;CE8:+0.0739;PL10:+0.0628
857,1,pectin,pectin,0.8866370485197542,GH105,GH105;CE12;PL1,GH105;CE12;PL1;GH28;CE8,GH105:+0.1437;CE12:+0.0991;PL1:+0.0700;GH28:+0.0615;CE8:+0.0405
873,1,pectin,pectin,1.0,GH28,GH28;GH92;GerE,GH28;GH92;GerE;FecR;1.B.14,GH28:+0.6077;GH92:+0.3351;GerE:+0.2949;FecR:+0.2423;1.B.14:+0.1273
882,1,pectin,pectin,0.42073170731707316,null,null;1.B.14;GH97,null;1.B.14;GH97;GH29;GH43,null:+0.4185;1.B.14:+0.2014;GH97:+0.1853;GH29:+0.1590;GH43:+0.1394
886,1,pectin,host glycan,0.14760147601476015,GH147,GH147;1.B.14;null,GH147;1.B.14;null,GH147:+0.1338;1.B.14:+0.0200;null:+0.0076
887,1,pectin,host glycan,0.31295843520782396,GH92,GH92;FecR;GerE,GH92;FecR;GerE;1.B.14;null,GH92:+0.2103;FecR:+0.1097;GerE:+0.1010;1.B.14:+0.0835;null:+0.0081
893,1,pectin,pectin,1.0,GH105,GH105;CE12;PL1,GH105;CE12;PL1;8.A.46;1.B.14,GH105:+0.1416;CE12:+0.1170;PL1:+0.0957;8.A.46:+0.0899;1.B.14:+0.0881
904,1,pectin,pectin,1.0,PL1,PL1;1.B.14;null,PL1;1.B.14;null,PL1:+0.5855;1.B.14:+0.2765;null:+0.0567
905,1,pectin,pectin,0.9797160243407708,CE20,CE20;1.B.14;null,CE20;1.B.14;null,CE20:+0.4828;1.B.14:+0.2820;null:+0.2388
907,1,pectin,pectin,0.8208409506398537,GH28,GH28;2.A.66;1.B.14,GH28;2.A.66;1.B.14;null,GH28:+0.2712;2.A.66:+0.1342;1.B.14:+0.1003;null:+0.0218
910,1,pectin,pectin,0.9591836734693877,CE1,CE1;1.B.14;null,CE1;1.B.14;null,CE1:+0.4923;1.B.14:+0.3336;null:+0.1894
911,1,pectin,pectin,1.0,CE1,CE1;1.B.14;null,CE1;1.B.14;null,CE1:+0.4915;1.B.14:+0.3383;null:+0.2302
914,1,pectin,pectin,1.0,null,null;CBM32;GH97,null;CBM32;GH97;GH29;GH43,null:+1.0000;CBM32:+0.4516;GH97:+0.3611;GH29:+0.3292;GH43:+0.3067
919,1,pectin,pectin,1.0,1.B.14,1.B.14;GH3;null,1.B.14;GH3;null;8.A.46,1.B.14:+0.3806;GH3:+0.3428;null:+0.2727;8.A.46:+0.2000
924,1,pectin,pectin,0.7301883186591759,PL10,PL10;CE8,PL10;CE8,PL10:+0.2781;CE8:+0.2069
930,1,pectin,pectin,1.0,GH105,GH105;CE12;GH42,GH105;CE12;GH42;PL11;HTH,GH105:+0.2083;CE12:+0.1860;GH42:+0.1768;PL11:+0.1656;HTH:+0.1623
941,1,xylan,xylan,0.4732246946580134,GH115,GH115;GH97;GH146,GH115;GH97;GH146;GH43;1.B.14,GH115:+0.1674;GH97:+0.1081;GH146:+0.0900;GH43:+0.0824;1.B.14:+0.0642
947,1,xylan,xylan,0.96484375,GH43,GH43;CE1;CBM6,GH43;CE1;CBM6;HTH;AraC,GH43:+0.3154;CE1:+0.1995;CBM6:+0.1868;HTH:+0.1121;AraC:+0.1098
955,1,xylan,xylan,1.0,GH10,GH10;GH43,GH10;GH43,GH10:+0.5038;GH43:+0.2045
962,1,xylan,xylan,0.9418119345510934,GH128,GH128;GH43;GH51,GH128;GH43;GH51;1.B.14;null,GH128:+0.4858;GH43:+0.2293;GH51:+0.2270;1.B.14:+0.1811;null:+0.1236
964,1,xylan,xylan,0.9309701492537313,GH97,GH97;GH3;HTH,GH97;GH3;HTH;GH13;null,GH97:+0.2494;GH3:+0.1849;HTH:+0.1663;GH13:+0.1455;null:+0.1376
969,1,xylan,xylan,0.9982409637386547,GH43,GH43;CBM6;GH30,GH43;CBM6;GH30,GH43:+0.2781;CBM6:+0.2568;GH30:+0.2452
974,1,xylan,xylan,0.9281437125748504,GH67,GH67;LacI;GH10,GH67;LacI;GH10;GH43;GH3,GH67:+0.1241;LacI:+0.0957;GH10:+0.0942;GH43:+0.0565;GH3:+0.0441
986,1,xylan,xylan,1.0,GH128,GH128;GH51;GH43,GH128;GH51;GH43;1.B.14;8.A.46,GH128:+0.3371;GH51:+0.2888;GH43:+0.2376;1.B.14:+0.2049;8.A.46:+0.1415
992,1,xylan,xylan,0.96484375,GH43,GH43;CE1;CBM6,GH43;CE1;CBM6;HTH;AraC,GH43:+0.3154;CE1:+0.1995;CBM6:+0.1868;HTH:+0.1121;AraC:+0.1098
994,1,xylan,xylan,1.0,GH43,GH43;CBM6;CE1,GH43;CBM6;CE1;AraC;GH3,GH43:+0.3451;CBM6:+0.2090;CE1:+0.1897;AraC:+0.1099;GH3:+0.1032
1000,1,xylan,xylan,0.8302583025830258,GH10,GH10;GH67;2.A.2,GH10;GH67;2.A.2;CE6;1.B.14,GH10:+0.1031;GH67:+0.0539;2.A.2:+0.0497;CE6:+0.0407;1.B.14:+0.0375
1002,1,xylan,host glycan,0.27568922305764415,bac,bac;GH43;SBP,bac;GH43;SBP;AraC;HTH,bac:+0.0898;GH43:+0.0737;SBP:+0.0609;AraC:+0.0449;HTH:+0.0417
1005,1,xylan,xylan,1.0,2.A.2,2.A.2;CBM91;GH43,2.A.2;CBM91;GH43;null;AraC,2.A.2:+0.4955;CBM91:+0.3628;GH43:+0.2500;null:+0.1100;AraC:+0.0678
1013,1,xylan,xylan,0.9011857707509882,CE20,CE20;CBM91;GH43,CE20;CBM91;GH43;LacI;bac,CE20:+0.2309;CBM91:+0.1963;GH43:+0.1815;LacI:+0.1716;bac:+0.1007
1014,1,xylan,xylan,1.0,GH43,GH43;LacI;CE20,GH43;LacI;CE20;CBM91;bac,GH43:+0.2410;LacI:+0.2261;CE20:+0.2013;CBM91:+0.1897;bac:+0.1320
1018,1,xylan,xylan,1.0,GH43,GH43;LacI;CE20,GH43;LacI;CE20;CBM91;bac,GH43:+0.1845;LacI:+0.1833;CE20:+0.1751;CBM91:+0.1513;bac:+0.1107
1023,1,xylan,xylan,0.6157205240174672,PL11,PL11;GH43;GH3,PL11;GH43;GH3;1.B.14;GH2,PL11:+0.2517;GH43:+0.1926;GH3:+0.1825;1.B.14:+0.1388;GH2:+0.1297
1026,1,xylan,xylan,0.6345219378037021,GH43,GH43;2.A.2;2.A.1,GH43;2.A.2;2.A.1;null,GH43:+0.3738;2.A.2:+0.2971;2.A.1:+0.0248;null:+0.0220
1027,1,xylan,xylan,0.740241677553043,GH67,GH67;GH10;PfkB,GH67;GH10;PfkB;SBP;GH39,GH67:+0.1310;GH10:+0.0855;PfkB:+0.0495;SBP:+0.0446;GH39:+0.0422
1,2,alginate,alginate,1.0,PL17,PL17;PL6;PfkB,PL17;PL6;PfkB;2.A.1;null,PL17:+0.2848;PL6:+0.2099;PfkB:+0.1287;2.A.1:+0.1063;null:+0.0870
8,2,alginate,alginate,0.9157088122605364,PL5,PL5;binding;null,PL5;binding;null;1.B.13;2.A.50,PL5:+0.1866;binding:+0.0857;null:+0.0637;1.B.13:+0.0388;2.A.50:+0.0382
16,2,alginate,alginate,0.42422743670771207,PL15,PL15;GntR;null,PL15;GntR;null,PL15:+0.2263;GntR:+0.0495;null:+0.0267
17,2,alginate,alginate,1.0,PL17,PL17;GntR;2.A.1,PL17;GntR;2.A.1;null,PL17:+0.2826;GntR:+0.1516;2.A.1:+0.1170;null:+0.0814
24,2,alginate,alginate,1.0,PL6,PL6;PL17;2.A.1,PL6;PL17;2.A.1;PL7;GntR,PL6:+0.0852;PL17:+0.0765;2.A.1:+0.0530;PL7:+0.0496;GntR:+0.0462
28,2,alginate,alginate,1.0,PL17,PL17;binding;2.A.1,PL17;binding;2.A.1;GntR;PfkB,PL17:+0.1429;binding:+0.1014;2.A.1:+0.0586;GntR:+0.0488;PfkB:+0.0467
35,2,alginate,alginate,0.9540201622817801,PL7,PL7;PL5;LacI,PL7;PL5;LacI;PL15;3.A.1,PL7:+0.2152;PL5:+0.2070;LacI:+0.1842;PL15:+0.1833;3.A.1:+0.1537
39,2,alginate,alginate,1.0,PL17,PL17;PL6;GntR,PL17;PL6;GntR;8.A.46;1.B.14,PL17:+0.2588;PL6:+0.1885;GntR:+0.0672;8.A.46:+0.0584;1.B.14:+0.0531
42,2,alginate,alginate,0.7805825242718447,PL17,PL17;PL6;8.A.46,PL17;PL6;8.A.46,PL17:+0.3430;PL6:+0.2604;8.A.46:+0.0608
45,2,alginate,alginate,0.878,PL6,PL6;PL17;1.B.14,PL6;PL17;1.B.14;null,PL6:+0.2495;PL17:+0.1983;1.B.14:+0.0512;null:+0.0256
50,2,alpha-glucan,alpha-glucan,1.0,GH66,GH66;GH31;8.A.46,GH66;GH31;8.A.46;null,GH66:+0.3201;GH31:+0.3126;8.A.46:+0.1949;null:+0.0412
52,2,alpha-glucan,alpha-glucan,1.0,GH13,GH13;GH97;null,GH13;GH97;null;1.B.14,GH13:+0.2642;GH97:+0.1974;null:+0.0261;1.B.14:+0.0235
60,2,alpha-glucan,alpha-glucan,1.0,Pyr,Pyr;LacI;redox,Pyr;LacI;redox;2.A.21;GH13,Pyr:+0.1607;LacI:+0.1295;redox:+0.1265;2.A.21:+0.1072;GH13:+0.1040
67,2,alpha-glucan,alpha-glucan,1.0,GH13,GH13;CBM34;null,GH13;CBM34;null,GH13:+0.3026;CBM34:+0.1544;null:+0.0020
80,2,alpha-glucan,alpha-glucan,1.0,GH97,GH97;GH13;null,GH97;GH13;null;1.B.14,GH97:+0.2650;GH13:+0.1653;null:+0.0417;1.B.14:+0.0405
84,2,alpha-glucan,alpha-glucan,0.8373626373626373,GH13,GH13;8.A.9,GH13;8.A.9,GH13:+0.5021;8.A.9:+0.0193
92,2,alpha-glucan,alpha-glucan,1.0,GH97,GH97;GH13;null,GH97;GH13;null;1.B.14,GH97:+0.2650;GH13:+0.1653;null:+0.0417;1.B.14:+0.0405
94,2,alpha-glucan,alpha-glucan,1.0,LacI,LacI;GH77;GH13,LacI;GH77;GH13;3.A.1,LacI:+0.1979;GH77:+0.0833;GH13:+0.0605;3.A.1:+0.0479
95,2,alpha-glucan,alpha-glucan,1.0,LacI,LacI;GH77;GH13,LacI;GH77;GH13;3.A.1;9.B.28,LacI:+0.2212;GH77:+0.1185;GH13:+0.0605;3.A.1:+0.0386;9.B.28:+0.0289
98,2,alpha-glucan,alpha-glucan,0.8748431901055788,GH13,GH13;LacI;2.A.2,GH13;LacI;2.A.2;1.B.14;null,GH13:+0.3456;LacI:+0.1641;2.A.2:+0.1584;1.B.14:+0.1312;null:+0.0633
