idx,fold,true,pred,prob_true,top1,top3,top5,top5_with_delta
373,1,beta-mannan,beta-mannan,0.54889364739472,4.A.3,4.A.3;GH1;GH,4.A.3;GH1;GH,4.A.3:+0.3939;GH1:+0.2355;GH:+0.0241
374,1,beta-mannan,beta-mannan,0.9981299552322616,GH3,GH3;GH;GH26,GH3;GH;GH26;CBM27;CBM23,GH3:+0.2554;GH:+0.1023;GH26:+0.0848;CBM27:+0.0734;CBM23:+0.0678
375,1,beta-mannan,beta-mannan,0.9094567404426559,GH130,GH130;LacI;CE,GH130;LacI;CE;SBP;GH113,GH130:+0.1964;LacI:+0.1729;CE:+0.1135;SBP:+0.0820;GH113:+0.0747
378,1,beta-mannan,beta-mannan,0.8754050924577668,GH130,GH130;GH26;2.A.21,GH130;GH26;2.A.21;AraC;GH5,GH130:+0.1157;GH26:+0.1157;2.A.21:+0.0765;AraC:+0.0764;GH5:+0.0760
393,1,beta-mannan,beta-mannan,0.8490566037735849,GH130,GH130;2;1,GH130;2;1;GH26;HTH,GH130:+0.1582;2:+0.1209;1:+0.1100;GH26:+0.0830;HTH:+0.0803
394,1,beta-mannan,beta-mannan,0.9821428571428571,GH26,GH26;2;GH130,GH26;2;GH130;1;2.A.2,GH26:+0.1986;2:+0.1558;GH130:+0.1501;1:+0.1478;2.A.2:+0.0812
399,1,beta-mannan,beta-mannan,0.46891651865008876,GH130,GH130;GH26;2.A.2,GH130;GH26;2.A.2;CE7;GH,GH130:+0.1149;GH26:+0.1026;2.A.2:+0.0472;CE7:+0.0312;GH:+0.0047
406,1,beta-mannan,beta-mannan,1.0,LacI,LacI;2.A.2;GH2,LacI;2.A.2;GH2;GH,LacI:+0.7468;2.A.2:+0.5488;GH2:+0.4435;GH:+0.0599
407,1,beta-mannan,beta-mannan,0.6803278688524591,GH35,GH35;GH;GH42,GH35;GH;GH42;LacI;3.A.1,GH35:+0.4465;GH:+0.2771;GH42:+0.2511;LacI:+0.1519;3.A.1:+0.0958
410,1,beta-mannan,beta-mannan,1.0,31,31;LacI;4.A.1,31;LacI;4.A.1;GH13;GH32,31:+0.5464;LacI:+0.5227;4.A.1:+0.4881;GH13:+0.3799;GH32:+0.3554
412,1,beta-mannan,host glycan,0.0,,,,
421,1,beta-mannan,beta-mannan,0.611353711790393,GH130,GH130;GH;LacI,GH130;GH;LacI;SBP;bac,GH130:+0.3454;GH:+0.0962;LacI:+0.0883;SBP:+0.0622;bac:+0.0558
429,1,chitin,chitin,0.43147208121827413,GH18,GH18;CBM5;PIG-L,GH18;CBM5;PIG-L;CBM;3.A.1,GH18:+0.0994;CBM5:+0.0827;PIG-L:+0.0653;CBM:+0.0255;3.A.1:+0.0092
430,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH;GH,4.A.3:+1.0000;GH4:+0.2370;AraC:+0.1247;HTH:+0.0794;GH:+0.0305
432,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH;GH,4.A.3:+1.0000;GH4:+0.2370;AraC:+0.1247;HTH:+0.0794;GH:+0.0305
436,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH;GH,4.A.3:+1.0000;GH4:+0.2370;AraC:+0.1247;HTH:+0.0794;GH:+0.0305
442,1,chitin,chitin,1.0,GH4,GH4;4.A.3;CE4,GH4;4.A.3;CE4;CE;GH,GH4:+0.4442;4.A.3:+0.4341;CE4:+0.0499;CE:+0.0394;GH:+0.0361
454,1,chitin,chitin,1.0,GH4,GH4;4.A.3;CE4,GH4;4.A.3;CE4;CE;GH,GH4:+0.3656;4.A.3:+0.3525;CE4:+0.0678;CE:+0.0529;GH:+0.0241
456,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH;GH,4.A.3:+1.0000;GH4:+0.2370;AraC:+0.1247;HTH:+0.0794;GH:+0.0305
458,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH;GH,4.A.3:+1.0000;GH4:+0.2370;AraC:+0.1247;HTH:+0.0794;GH:+0.0305
461,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;GH;HTH,4.A.3:+0.6620;GH4:+0.2794;AraC:+0.0707;GH:+0.0345;HTH:+0.0221
462,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;HTH;GH,4.A.3:+1.0000;GH4:+0.2370;AraC:+0.1247;HTH:+0.0794;GH:+0.0305
465,1,chitin,chitin,1.0,GH20,GH20;3.A.1;reg,GH20;3.A.1;reg;HATPase;GH94,GH20:+0.2496;3.A.1:+0.1927;reg:+0.1488;HATPase:+0.1410;GH94:+0.1274
482,1,chitin,chitin,1.0,4.A.3,4.A.3;GH4;AraC,4.A.3;GH4;AraC;null;HTH,4.A.3:+0.6620;GH4:+0.2910;AraC:+0.1689;null:+0.1358;HTH:+0.1116
487,1,chitin,host glycan,0.012738853503184712,3.A.1,3.A.1,3.A.1,3.A.1:+0.0127
488,1,fructan,fructan,0.3238199435358623,GH32,GH32;null;HTH,GH32;null;HTH;GH,GH32:+0.3036;null:+0.1392;HTH:+0.0246;GH:+0.0093
490,1,fructan,fructan,1.0,PfkB,PfkB;GH32;2.A.1,PfkB;GH32;2.A.1;GH,PfkB:+1.0000;GH32:+0.3426;2.A.1:+0.2830;GH:+0.0784
495,1,fructan,fructan,1.0,GH32,GH32;1.B.14;GH,GH32;1.B.14;GH;null,GH32:+0.6813;1.B.14:+0.3074;GH:+0.2455;null:+0.2412
505,1,fructan,fructan,1.0,GH32,GH32;2.A.1;GH,GH32;2.A.1;GH;PfkB;HTH,GH32:+0.3216;2.A.1:+0.1100;GH:+0.0949;PfkB:+0.0653;HTH:+0.0568
509,1,fructan,fructan,1.0,null,null;LacI;4.A.1,null;LacI;4.A.1;GH32;GH,null:+1.0000;LacI:+0.6223;4.A.1:+0.5439;GH32:+0.3628;GH:+0.0534
513,1,fructan,fructan,1.0,null,null;LacI;4.A.1,null;LacI;4.A.1;GH32;GH,null:+1.0000;LacI:+0.6223;4.A.1:+0.5439;GH32:+0.3628;GH:+0.0534
519,1,galactan,galactan,1.0,null,null;2.A.1;GntR,null;2.A.1;GntR;GH16;1.B.14,null:+0.2259;2.A.1:+0.2054;GntR:+0.2000;GH16:+0.1877;1.B.14:+0.1485
525,1,galactan,galactan,1.0,GH42,GH42;LacI;3.A.1,GH42;LacI;3.A.1;GH,GH42:+0.8810;LacI:+0.7226;3.A.1:+0.6038;GH:+0.0619
527,1,galactan,galactan,0.5356415478615071,GH36,GH36;18;HTH,GH36;18;HTH;AraC;3.A.1,GH36:+0.1434;18:+0.1091;HTH:+0.0887;AraC:+0.0819;3.A.1:+0.0516
531,1,galactan,galactan,0.33214348096758733,GH16,GH16;GH86;null,GH16;GH86;null;2.A.1;16,GH16:+0.0375;GH86:+0.0313;null:+0.0237;2.A.1:+0.0191;16:+0.0189
532,1,galactan,galactan,0.3537934728023316,GH16,GH16;GH86;null,GH16;GH86;null;GntR;2.A.1,GH16:+0.0376;GH86:+0.0320;null:+0.0248;GntR:+0.0204;2.A.1:+0.0200
537,1,galactan,galactan,0.6085890156793731,GH16,GH16;null;GntR,GH16;null;GntR;2.A.1;GH,GH16:+0.1099;null:+0.1026;GntR:+0.1013;2.A.1:+0.0845;GH:+0.0256
539,1,galactan,galactan,0.8070989219148794,null,null;GH117;GH,null;GH117;GH;1.B.14;GH2,null:+0.1048;GH117:+0.0993;GH:+0.0892;1.B.14:+0.0877;GH2:+0.0832
550,1,galactan,galactan,1.0,GH4,GH4;LacI;CE19,GH4;LacI;CE19;CE;3.A.1,GH4:+0.3814;LacI:+0.2566;CE19:+0.2500;CE:+0.2265;3.A.1:+0.1654
551,1,galactan,galactan,1.0,GH4,GH4;AraC;HTH,GH4;AraC;HTH;GH,GH4:+0.5793;AraC:+0.3635;HTH:+0.3560;GH:+0.0529
562,1,galactan,galactan,0.6704730831973899,GH53,GH53;LacI;GH42,GH53;LacI;GH42;GH;3.A.1,GH53:+0.4580;LacI:+0.2890;GH42:+0.2815;GH:+0.2109;3.A.1:+0.0322
563,1,galactan,beta-mannan,0.0,,,,
564,1,galactan,beta-mannan,0.0,,,,
571,1,galactan,galactan,0.9947413913824491,GH36,GH36;0044258;bac,GH36;0044258;bac;SBP;3.A.1,GH36:+0.2537;0044258:+0.1763;bac:+0.1608;SBP:+0.1499;3.A.1:+0.1296
589,1,galactan,galactan,0.99,42,42;1;GH5,42;1;GH5;TPR;GH,42:+0.3794;1:+0.2573;GH5:+0.2409;TPR:+0.1613;GH:+0.0947
593,1,host glycan,host glycan,0.8665377176015474,GH2,GH2;CBM32;GH20,GH2;CBM32;GH20;GH29;GH18,GH2:+0.1061;CBM32:+0.1046;GH20:+0.0674;GH29:+0.0673;GH18:+0.0637
606,1,host glycan,host glycan,1.0,GH2,GH2;HTH;1.B.14,GH2;HTH;1.B.14;AraC;null,GH2:+0.4670;HTH:+0.2360;1.B.14:+0.2306;AraC:+0.2134;null:+0.1187
611,1,host glycan,host glycan,0.9745098039215686,DeoR,DeoR;PfkB;GH31,DeoR;PfkB;GH31;13;2.A.2,DeoR:+0.2845;PfkB:+0.2370;GH31:+0.2241;13:+0.1761;2.A.2:+0.1472
615,1,host glycan,host glycan,1.0,CE9,CE9;GH2;GH20,CE9;GH2;GH20;CE;GH,CE9:+0.1139;GH2:+0.0751;GH20:+0.0630;CE:+0.0551;GH:+0.0520
621,1,host glycan,host glycan,1.0,CE9,CE9;CE;4.A.1,CE9;CE;4.A.1,CE9:+0.6364;CE:+0.2235;4.A.1:+0.0080
624,1,host glycan,host glycan,1.0,null,null;4.A.3;GH1,null;4.A.3;GH1;GH,null:+0.5489;4.A.3:+0.5346;GH1:+0.3460;GH:+0.0330
625,1,host glycan,host glycan,1.0,GH88,GH88;4.A.6;PfkB,GH88;4.A.6;PfkB;Nitroreductase;null,GH88:+0.2573;4.A.6:+0.1909;PfkB:+0.1013;Nitroreductase:+0.0825;null:+0.0807
628,1,host glycan,host glycan,1.0,CE9,CE9;CE;4.A.6,CE9;CE;4.A.6;DeoR;SIS,CE9:+0.2000;CE:+0.0549;4.A.6:+0.0318;DeoR:+0.0242;SIS:+0.0218
630,1,host glycan,host glycan,0.8860713831006238,GH33,GH33;CBM93;3,GH33;CBM93;3;MarR;8.A.46,GH33:+0.1985;CBM93:+0.1658;3:+0.0854;MarR:+0.0726;8.A.46:+0.0687
642,1,host glycan,host glycan,1.0,GH33,GH33;GH20;CBM93,GH33;GH20;CBM93;GH2;GH,GH33:+0.0685;GH20:+0.0611;CBM93:+0.0584;GH2:+0.0540;GH:+0.0445
644,1,host glycan,host glycan,0.984,GH20,GH20;GH33;CBM93,GH20;GH33;CBM93;GH2;GH,GH20:+0.1155;GH33:+0.0933;CBM93:+0.0749;GH2:+0.0600;GH:+0.0445
651,1,host glycan,host glycan,1.0,CE9,CE9;GH20;GH2,CE9;GH20;GH2;CE;GH,CE9:+0.1377;GH20:+0.0771;GH2:+0.0743;CE:+0.0403;GH:+0.0280
653,1,host glycan,host glycan,1.0,CE9,CE9;GH20;GH2,CE9;GH20;GH2;CE;GH,CE9:+0.1083;GH20:+0.0913;GH2:+0.0792;CE:+0.0490;GH:+0.0487
659,1,host glycan,host glycan,1.0,GH18,GH18;8.A.46;FecR,GH18;8.A.46;FecR;GH;null,GH18:+0.1738;8.A.46:+0.1116;FecR:+0.0905;GH:+0.0463;null:+0.0354
660,1,host glycan,host glycan,1.0,GH18,GH18;8.A.46;FecR,GH18;8.A.46;FecR;GH;null,GH18:+0.2187;8.A.46:+0.1375;FecR:+0.0843;GH:+0.0426;null:+0.0354
666,1,host glycan,host glycan,1.0,FecR,FecR;GerE;GH89,FecR;GerE;GH89;1.B.14;GH,FecR:+0.3035;GerE:+0.2634;GH89:+0.2298;1.B.14:+0.0896;GH:+0.0489
678,1,host glycan,host glycan,0.8228346456692913,4.A.3,4.A.3;null;GH170,4.A.3;null;GH170,4.A.3:+0.3413;null:+0.2280;GH170:+0.0355
682,1,host glycan,host glycan,0.8228346456692913,4.A.3,4.A.3;null;GH170,4.A.3;null;GH170,4.A.3:+0.3413;null:+0.2280;GH170:+0.0355
689,1,host glycan,host glycan,0.9701789264413518,GH20,GH20;GH38;GH92,GH20;GH38;GH92;GH125;null,GH20:+0.2379;GH38:+0.1529;GH92:+0.1197;GH125:+0.0801;null:+0.0618
690,1,host glycan,host glycan,0.913602891896289,CE9,CE9;CE;4.A.6,CE9;CE;4.A.6;SIS;GntR,CE9:+0.2101;CE:+0.0948;4.A.6:+0.0546;SIS:+0.0497;GntR:+0.0471
692,1,host glycan,galactan,0.18124330967767513,GH2,GH2,GH2,GH2:+0.0770
694,1,host glycan,host glycan,0.9701789264413518,GH20,GH20;GH38;GH92,GH20;GH38;GH92;GH125;null,GH20:+0.2379;GH38:+0.1529;GH92:+0.1197;GH125:+0.0801;null:+0.0618
696,1,host glycan,host glycan,1.0,GH33,GH33;GH20;CBM93,GH33;GH20;CBM93;GH2;GH,GH33:+0.0685;GH20:+0.0611;CBM93:+0.0584;GH2:+0.0540;GH:+0.0445
702,1,host glycan,host glycan,0.994,GH20,GH20;GH33;CBM93,GH20;GH33;CBM93;CE20;GH,GH20:+0.0851;GH33:+0.0664;CBM93:+0.0554;CE20:+0.0422;GH:+0.0422
703,1,host glycan,host glycan,0.9502982107355864,GH2,GH2;2.A.115;null,GH2;2.A.115;null;GH20;CBM32,GH2:+0.1031;2.A.115:+0.0806;null:+0.0678;GH20:+0.0577;CBM32:+0.0469
715,1,host glycan,host glycan,0.9982005228669406,GH35,GH35;19;GH43,GH35;19;GH43;GH;9,GH35:+0.2083;19:+0.1497;GH43:+0.1402;GH:+0.0880;9:+0.0790
717,1,host glycan,host glycan,1.0,GH18,GH18;8.A.46;FecR,GH18;8.A.46;FecR;null;GH,GH18:+0.2556;8.A.46:+0.2175;FecR:+0.1385;null:+0.1347;GH:+0.0825
722,1,host glycan,host glycan,0.9959919839679359,GH163,GH163;8.A.46;GH130,GH163;8.A.46;GH130;GH92;GH,GH163:+0.1456;8.A.46:+0.1220;GH130:+0.1060;GH92:+0.1003;GH:+0.0960
726,1,host glycan,host glycan,0.9922259508689439,CBM32,CBM32;GH92;CBM,CBM32;GH92;CBM;GH;1.B.14,CBM32:+0.1985;GH92:+0.1479;CBM:+0.1010;GH:+0.0624;1.B.14:+0.0558
730,1,host glycan,host glycan,1.0,CBM67,CBM67;2.A.4;HTH,CBM67;2.A.4;HTH;GH78;AraC,CBM67:+0.1737;2.A.4:+0.1590;HTH:+0.1482;GH78:+0.1481;AraC:+0.1323
737,1,host glycan,host glycan,0.9982003170690092,CBM32,CBM32;GH92;CBM,CBM32;GH92;CBM;GH;1.B.14,CBM32:+0.2049;GH92:+0.1497;CBM:+0.0980;GH:+0.0631;1.B.14:+0.0598
739,1,host glycan,host glycan,1.0,GH88,GH88;HTH;GH20,GH88;HTH;GH20;GH2;AraC,GH88:+0.2069;HTH:+0.1173;GH20:+0.0985;GH2:+0.0778;AraC:+0.0752
744,1,host glycan,host glycan,0.9982005228669406,GH29,GH29;10;HTH,GH29;10;HTH;GH97;CBM91,GH29:+0.2104;10:+0.2032;HTH:+0.1528;GH97:+0.1503;CBM91:+0.1395
746,1,host glycan,host glycan,0.9939982086662357,CE9,CE9;CE;DeoR,CE9;CE;DeoR;SIS;4.A.6,CE9:+0.1949;CE:+0.0620;DeoR:+0.0302;SIS:+0.0257;4.A.6:+0.0202
752,1,host glycan,host glycan,0.9745098039215686,DeoR,DeoR;PfkB;GH31,DeoR;PfkB;GH31;13;2.A.2,DeoR:+0.2845;PfkB:+0.2370;GH31:+0.2241;13:+0.1761;2.A.2:+0.1472
753,1,host glycan,galactan,0.1933333333333333,GH29,GH29;GH95;null,GH29;GH95;null;3.A.1,GH29:+0.1144;GH95:+0.0455;null:+0.0240;3.A.1:+0.0079
757,1,host glycan,host glycan,1.0,CE9,CE9;CE,CE9;CE,CE9:+0.5512;CE:+0.1890
761,1,host glycan,host glycan,1.0,GH33,GH33;CBM93;GH20,GH33;CBM93;GH20;CE20;CE,GH33:+0.1534;CBM93:+0.1208;GH20:+0.1120;CE20:+0.0774;CE:+0.0615
764,1,host glycan,host glycan,1.0,CBM32,CBM32;CBM;null,CBM32;CBM;null;1.B.14,CBM32:+0.5602;CBM:+0.1887;null:+0.0868;1.B.14:+0.0740
783,1,host glycan,host glycan,1.0,GH18,GH18;8.A.46;null,GH18;8.A.46;null;GH,GH18:+0.4749;8.A.46:+0.3717;null:+0.1225;GH:+0.0697
787,1,host glycan,host glycan,0.9879759519038076,CBM32,CBM32;GH2;2.A.115,CBM32;GH2;2.A.115;FecR;CBM,CBM32:+0.1222;GH2:+0.0747;2.A.115:+0.0630;FecR:+0.0569;CBM:+0.0524
798,1,host glycan,host glycan,0.9982005228669406,GH29,GH29;AraC;HTH,GH29;AraC;HTH;10;CBM91,GH29:+0.1265;AraC:+0.1085;HTH:+0.1066;10:+0.1010;CBM91:+0.0963
801,1,host glycan,host glycan,0.9959919839679359,GH163,GH163;8.A.46;GH130,GH163;8.A.46;GH130;GH92;GH,GH163:+0.1456;8.A.46:+0.1220;GH130:+0.1060;GH92:+0.1003;GH:+0.0960
807,1,host glycan,host glycan,0.49648711943793905,GH2,GH2;GH,GH2;GH,GH2:+0.3939;GH:+0.0219
811,1,host glycan,host glycan,0.9664694280078895,GH88,GH88;4.A.6;PL12,GH88;4.A.6;PL12;PL;PfkB,GH88:+0.2835;4.A.6:+0.1133;PL12:+0.0922;PL:+0.0488;PfkB:+0.0483
812,1,host glycan,host glycan,0.894736842105263,GH88,GH88;4.A.6;PL12,GH88;4.A.6;PL12;PfkB;PL,GH88:+0.2602;4.A.6:+0.1209;PL12:+0.0894;PfkB:+0.0453;PL:+0.0363
819,1,host glycan,host glycan,0.9153146807342475,GH3,GH3;CE8;2,GH3;CE8;2;CE;HTH,GH3:+0.2906;CE8:+0.2459;2:+0.2219;CE:+0.2161;HTH:+0.1875
828,1,host glycan,host glycan,0.9761904761904762,GH88,GH88;4.A.6;PL12,GH88;4.A.6;PL12;GH;PfkB,GH88:+0.2248;4.A.6:+0.0947;PL12:+0.0645;GH:+0.0425;PfkB:+0.0320
831,1,pectin,pectin,0.7192337905472419,GH105,GH105;GH28;2.A.56,GH105;GH28;2.A.56;LacI;PfkB,GH105:+0.0776;GH28:+0.0670;2.A.56:+0.0637;LacI:+0.0519;PfkB:+0.0435
833,1,pectin,pectin,1.0,GH144,GH144;GH3;GH,GH144;GH3;GH;8.A.46,GH144:+0.4436;GH3:+0.4002;GH:+0.1016;8.A.46:+0.0553
834,1,pectin,pectin,0.9446640316205533,GH3,GH3;GH144;1.B.14,GH3;GH144;1.B.14;GH,GH3:+0.3051;GH144:+0.2528;1.B.14:+0.0987;GH:+0.0586
838,1,pectin,pectin,0.5241753550606558,2.A.21,2.A.21;NUDIX;1,2.A.21;NUDIX;1;GH146;1.B.14,2.A.21:+0.1886;NUDIX:+0.1551;1:+0.0875;GH146:+0.0828;1.B.14:+0.0638
844,1,pectin,chitin,0.20266666666666663,2,2;PL,2;PL,2:+0.1292;PL:+0.0964
857,1,pectin,pectin,0.8541229152224442,GH105,GH105;CE12;CE,GH105;CE12;CE;PL1;PL,GH105:+0.1051;CE12:+0.0902;CE:+0.0622;PL1:+0.0487;PL:+0.0436
861,1,pectin,pectin,0.918560606060606,GH105,GH105;CE12;PL,GH105;CE12;PL;GH28;PL11,GH105:+0.1019;CE12:+0.0864;PL:+0.0732;GH28:+0.0555;PL11:+0.0504
865,1,pectin,pectin,0.9446640316205533,GH3,GH3;GH144;1.B.14,GH3;GH144;1.B.14;GH,GH3:+0.3051;GH144:+0.2528;1.B.14:+0.0987;GH:+0.0586
868,1,pectin,pectin,1.0,GH3,GH3;GH144;GH,GH3;GH144;GH;null,GH3:+0.3653;GH144:+0.1935;GH:+0.0571;null:+0.0553
871,1,pectin,alpha-glucan,0.37780051056613856,GH28,GH28,GH28,GH28:+0.3551
882,1,pectin,pectin,0.45527761350542295,null,null;34;10,null;34;10;GH43;1.B.14,null:+0.4236;34:+0.2680;10:+0.1158;GH43:+0.0985;1.B.14:+0.0714
884,1,pectin,pectin,0.5631121657085983,2.A.21,2.A.21;NUDIX;GH51,2.A.21;NUDIX;GH51;4;GH146,2.A.21:+0.1663;NUDIX:+0.1298;GH51:+0.1268;4:+0.1026;GH146:+0.0862
889,1,pectin,pectin,0.8298750916213411,GH140,GH140;GH28;18,GH140;GH28;18;CBM67;GH95,GH140:+0.1265;GH28:+0.1095;18:+0.0978;CBM67:+0.0812;GH95:+0.0794
891,1,pectin,pectin,0.9802333140624139,18,18;GH28;GH33,18;GH28;GH33;GH140;1.B.14,18:+0.1112;GH28:+0.0801;GH33:+0.0779;GH140:+0.0747;1.B.14:+0.0682
894,1,pectin,pectin,0.9821073558648111,PL,PL;CE12;GH105,PL;CE12;GH105;GH42;GH28,PL:+0.0928;CE12:+0.0919;GH105:+0.0868;GH42:+0.0782;GH28:+0.0780
899,1,pectin,pectin,0.9856850715746421,CE20,CE20;CE;1.B.14,CE20;CE;1.B.14;null,CE20:+0.2835;CE:+0.2595;1.B.14:+0.2291;null:+0.1611
900,1,pectin,pectin,1.0,CE,CE;GH28;LacI,CE;GH28;LacI;CE12;GH105,CE:+0.0699;GH28:+0.0604;LacI:+0.0503;CE12:+0.0442;GH105:+0.0441
903,1,pectin,pectin,0.825098042430011,PL1,PL1;1.B.14;2,PL1;1.B.14;2;PL,PL1:+0.3133;1.B.14:+0.1082;2:+0.1053;PL:+0.1024
912,1,pectin,pectin,0.5477855477855477,CE,CE;1.B.14;CE1,CE;1.B.14;CE1;null,CE:+0.2084;1.B.14:+0.1650;CE1:+0.1120;null:+0.0805
919,1,pectin,pectin,1.0,GH3,GH3;1.B.14;null,GH3;1.B.14;null;8.A.46;GH,GH3:+0.4410;1.B.14:+0.3639;null:+0.2807;8.A.46:+0.1814;GH:+0.0454
929,1,pectin,pectin,1.0,PL1,PL1;PL;1.B.14,PL1;PL;1.B.14;GH36;null,PL1:+0.3962;PL:+0.2963;1.B.14:+0.2833;GH36:+0.1828;null:+0.0931
940,1,xylan,xylan,1.0,GH20,GH20;8.A.46;1.B.14,GH20;8.A.46;1.B.14;CBM32;GH,GH20:+0.4159;8.A.46:+0.3800;1.B.14:+0.2495;CBM32:+0.1720;GH:+0.1318
944,1,xylan,xylan,0.7128514056224899,7,7;GH43;17,7;GH43;17;CE6;GH,7:+0.1129;GH43:+0.1097;17:+0.0874;CE6:+0.0724;GH:+0.0669
949,1,xylan,xylan,0.9745986887485519,17,17;7;GH43,17;7;GH43;2;CE,17:+0.1725;7:+0.1706;GH43:+0.1349;2:+0.0977;CE:+0.0866
953,1,xylan,xylan,1.0,GH95,GH95;GH3;HTH,GH95;GH3;HTH;AraC;GH,GH95:+0.1519;GH3:+0.1066;HTH:+0.0977;AraC:+0.0883;GH:+0.0569
959,1,xylan,xylan,0.7235188509874326,GH97,GH97;10;CE,GH97;10;CE;GH;GH115,GH97:+0.0739;10:+0.0580;CE:+0.0551;GH:+0.0464;GH115:+0.0442
976,1,xylan,xylan,0.5593495934959349,10,10;12;GH97,10;12;GH97;CE;CE6,10:+0.0570;12:+0.0480;GH97:+0.0468;CE:+0.0450;CE6:+0.0406
977,1,xylan,xylan,0.7727841534349945,GH67,GH67;GH43;12,GH67;GH43;12;GH10;1,GH67:+0.0815;GH43:+0.0619;12:+0.0483;GH10:+0.0477;1:+0.0408
982,1,xylan,xylan,0.746615087040619,12,12;10;GH115,12;10;GH115;GH97;GH43,12:+0.0871;10:+0.0861;GH115:+0.0854;GH97:+0.0806;GH43:+0.0717
983,1,xylan,beta-glucan,0.2171581351074399,GH43,GH43;GH10;16,GH43;GH10;16;CE1;GH,GH43:+0.0281;GH10:+0.0148;16:+0.0081;CE1:+0.0028;GH:+0.0015
988,1,xylan,xylan,0.5096019534457203,GH67,GH67;GH10;11,GH67;GH10;11;GH;HTH,GH67:+0.1167;GH10:+0.1092;11:+0.0266;GH:+0.0236;HTH:+0.0166
989,1,xylan,xylan,1.0,GH67,GH67;2.A.2;GH10,GH67;2.A.2;GH10;1;HTH,GH67:+0.1446;2.A.2:+0.1319;GH10:+0.1314;1:+0.0835;HTH:+0.0686
991,1,xylan,xylan,0.888888888888889,GH97,GH97;GH13;1,GH97;GH13;1;3;GH16,GH97:+0.1571;GH13:+0.1071;1:+0.1060;3:+0.1049;GH16:+0.1027
997,1,xylan,xylan,1.0,GH10,GH10;8;1.B.14,GH10;8;1.B.14;HTH;AraC,GH10:+0.2839;8:+0.1691;1.B.14:+0.1681;HTH:+0.1660;AraC:+0.1640
1001,1,xylan,xylan,0.7565316775500112,GH10,GH10;GH67;GH,GH10;GH67;GH;12;8.A.59,GH10:+0.0987;GH67:+0.0984;GH:+0.0424;12:+0.0280;8.A.59:+0.0255
1002,1,xylan,xylan,0.3471781931157612,11,11;GH43;AraC,11;GH43;AraC;1;SBP,11:+0.1434;GH43:+0.0548;AraC:+0.0467;1:+0.0347;SBP:+0.0324
1004,1,xylan,xylan,1.0,GH10,GH10;GH95;HTH,GH10;GH95;HTH;GH3;GH,GH10:+0.2419;GH95:+0.1667;HTH:+0.1556;GH3:+0.1446;GH:+0.1377
1010,1,xylan,xylan,0.49584026622296173,GH67,GH67;2.A.2;1.B.14,GH67;2.A.2;1.B.14;14;GH,GH67:+0.3043;2.A.2:+0.0826;1.B.14:+0.0610;14:+0.0231;GH:+0.0176
1017,1,xylan,xylan,1.0,LacI,LacI;CE20;11,LacI;CE20;11;CBM91;CE,LacI:+0.1315;CE20:+0.1202;11:+0.1030;CBM91:+0.1011;CE:+0.0936
1026,1,xylan,xylan,0.5621433887372861,GH43,GH43;2.A.2;11,GH43;2.A.2;11;null;GH,GH43:+0.2142;2.A.2:+0.1881;11:+0.1813;null:+0.0273;GH:+0.0190
0,2,alginate,alginate,0.9900793650793651,PL17,PL17;PL;PL6,PL17;PL;PL6;null;2,PL17:+0.0955;PL:+0.0714;PL6:+0.0375;null:+0.0273;2:+0.0251
2,2,alginate,alginate,0.9920477137176938,PL17,PL17;PL;PL6,PL17;PL;PL6;null;2,PL17:+0.0923;PL:+0.0733;PL6:+0.0357;null:+0.0292;2:+0.0291
4,2,alginate,alginate,1.0,PL6,PL6;PL;1,PL6;PL;1;GntR;PfkB,PL6:+0.1670;PL:+0.1539;1:+0.1519;GntR:+0.1046;PfkB:+0.0787
9,2,alginate,alginate,0.9962627506155469,PL,PL;PL17;2.A.1,PL;PL17;2.A.1;PfkB;PL6,PL:+0.0970;PL17:+0.0909;2.A.1:+0.0718;PfkB:+0.0673;PL6:+0.0601
21,2,alginate,alginate,0.968565815324165,PL,PL;GntR;PL7,PL;GntR;PL7;1.B.14;null,PL:+0.2642;GntR:+0.2571;PL7:+0.2473;1.B.14:+0.1104;null:+0.0975
32,2,alginate,alginate,1.0,PL17,PL17;PL;PL6,PL17;PL;PL6;1;PfkB,PL17:+0.1106;PL:+0.1016;PL6:+0.0813;1:+0.0799;PfkB:+0.0581
36,2,alginate,alginate,0.6056695041210647,1,1;PL15;PL,1;PL15;PL;binding;null,1:+0.1622;PL15:+0.1368;PL:+0.0746;binding:+0.0538;null:+0.0182
39,2,alginate,alginate,1.0,PL17,PL17;PL;PL6,PL17;PL;PL6;1;2,PL17:+0.1734;PL:+0.1242;PL6:+0.1230;1:+0.0721;2:+0.0535
