idx,fold,true,pred,prob_true_cal,prob_pred_cal,top1,top3,top5,top5_with_delta
141,1,alpha-glucan,alpha-glucan,0.9999999999992111,0.9999999999992111,GH13,GH13;18;2.A.1.2.93,GH13;18;2.A.1.2.93;LacI,GH13:+0.0280;18:+0.0147;2.A.1.2.93:+0.0024;LacI:+0.0000
154,1,alpha-glucan,alpha-glucan,0.9999999999992111,0.9999999999992111,GH13,GH13;CBM34;20,GH13;CBM34;20;GH65;31,GH13:+0.0284;CBM34:+0.0249;20:+0.0246;GH65:+0.0181;31:+0.0165
155,1,alpha-glucan,fructan,0.19617476324306307,0.6915613952553263,GH32,GH32;null,GH32;null,GH32:+0.1878;null:-0.5143
158,1,alpha-glucan,fructan,0.19617476324306307,0.6915613952553263,GH32,GH32;null,GH32;null,GH32:+0.1878;null:-0.5143
159,1,alpha-glucan,alpha-glucan,0.9999999999992111,0.9999999999992111,GH13,GH13;GT35;GT5,GH13;GT35;GT5;CBM48;redox,GH13:+0.0301;GT35:+0.0086;GT5:+0.0069;CBM48:+0.0048;redox:+0.0012
161,1,alpha-glucan,alpha-glucan,0.9966508892409556,0.9966508892409556,GH13,GH13;GT5;GT35,GH13;GT5;GT35;CBM48;9,GH13:+0.0323;GT5:+0.0195;GT35:+0.0181;CBM48:+0.0130;9:+0.0047
179,1,alpha-mannan,alpha-mannan,0.9987785012727531,0.9987785012727531,GH76,GH76;GH125;GH92,GH76;GH125;GH92;GT32;null,GH76:+0.0478;GH125:+0.0398;GH92:+0.0374;GT32:+0.0312;null:+0.0305
180,1,alpha-mannan,alpha-mannan,0.9994245538856944,0.9994245538856944,GH76,GH76;GH92;GH130,GH76;GH92;GH130;GH125;GH38,GH76:+0.0668;GH92:+0.0637;GH130:+0.0603;GH125:+0.0590;GH38:+0.0571
190,1,alpha-mannan,alpha-mannan,0.981218400558843,0.981218400558843,GH99,GH99;GH92;null,GH99;GH92;null;1.B.14,GH99:+0.2307;GH92:+0.0811;null:+0.0698;1.B.14:-0.0062
193,1,alpha-mannan,alpha-mannan,0.6834260971295121,0.6834260971295121,GH125,GH125;LacI;GH92,GH125;LacI;GH92;GH76;null,GH125:+0.2773;LacI:+0.2425;GH92:+0.1413;GH76:+0.1270;null:+0.0844
197,1,alpha-mannan,alpha-mannan,0.7994192880102422,0.7994192880102422,GH125,GH125;GH76;GH97,GH125;GH76;GH97;GH92;GH67,GH125:+0.1974;GH76:+0.1944;GH97:+0.1287;GH92:+0.1056;GH67:+0.1035
199,1,arabinogalactan,arabinogalactan,0.816740888814107,0.816740888814107,GH142,GH142;GH143;18,GH142;GH143;18;CBM67;GH78,GH142:+0.2033;GH143:+0.1870;18:+0.1828;CBM67:+0.1244;GH78:+0.1171
200,1,arabinogalactan,xylan,0.25038888251921065,0.4650717236139878,22,22;2.A.3.1.3;9.B.28.1.3,22;2.A.3.1.3;9.B.28.1.3;GH43;27,22:+0.1558;2.A.3.1.3:+0.0527;9.B.28.1.3:+0.0247;GH43:+0.0068;27:-0.0054
202,1,arabinogalactan,arabinogalactan,0.44271667791474345,0.44271667791474345,22,22;9.B.28;2.A.3,22;9.B.28;2.A.3;GH43;null,22:+0.1884;9.B.28:+0.1576;2.A.3:+0.1329;GH43:+0.0230;null:-0.0178
204,1,arabinogalactan,arabinogalactan,0.8611237293690679,0.8611237293690679,GH146,GH146;GH30;5,GH146;GH30;5;HTH;MarR,GH146:+0.0748;GH30:+0.0595;5:+0.0580;HTH:+0.0559;MarR:+0.0554
206,1,arabinogalactan,arabinogalactan,0.6710555621225969,0.6710555621225969,24,24;HTH;AraC,24;HTH;AraC;GH43;GH16,24:+0.3898;HTH:+0.0860;AraC:+0.0686;GH43:+0.0654;GH16:+0.0484
222,1,arabinogalactan,beta-mannan,0.0006134894675153883,0.4841987043701396,3.A.1,3.A.1;null;GH36,3.A.1;null;GH36;bac;SBP,3.A.1:+0.0006;null:-0.0000;GH36:-0.0006;bac:-0.0024;SBP:-0.0032
228,1,arabinogalactan,arabinogalactan,0.9999999999992109,0.9999999999992109,GH51,GH51;3.A.1.1.34;1,GH51;3.A.1.1.34;1;null,GH51:+0.1259;3.A.1.1.34:+0.0671;1:+0.0483;null:+0.0209
234,1,beta-glucan,beta-glucan,0.6610222097877396,0.6610222097877396,GH1,GH1;LacI;1.B.14.12.1,GH1;LacI;1.B.14.12.1;2.A.2.3.2,GH1:+0.6440;LacI:+0.1486;1.B.14.12.1:-0.0467;2.A.2.3.2:-0.1718
235,1,beta-glucan,beta-glucan,0.8054100054777837,0.8054100054777837,GH1,GH1;LacI;2.A.2.3.5,GH1;LacI;2.A.2.3.5;1.B.14.12.1,GH1:+0.7767;LacI:+0.2188;2.A.2.3.5:-0.0274;1.B.14.12.1:-0.0617
236,1,beta-glucan,beta-glucan,0.8056376977771837,0.8056376977771837,3,3;GH3;GH16,3;GH3;GH16;null;1.B.14.6.1,3:+0.3803;GH3:+0.1793;GH16:+0.1777;null:+0.0360;1.B.14.6.1:-0.1331
240,1,beta-glucan,beta-glucan,0.8841590928756502,0.8841590928756502,GH1,GH1;3;LacI,GH1;3;LacI;BP;Peripla,GH1:+0.5164;3:+0.1046;LacI:+0.0552;BP:+0.0399;Peripla:+0.0383
244,1,beta-glucan,beta-glucan,0.9999999999992106,0.9999999999992106,GH1,GH1;LacI;3,GH1;LacI;3;GH3;GH16,GH1:+0.0458;LacI:+0.0307;3:+0.0216;GH3:+0.0195;GH16:+0.0123
246,1,beta-glucan,beta-glucan,0.9382567979379265,0.9382567979379265,GH30,GH30;3;GH3,GH30;3;GH3;GH16;null,GH30:+0.0871;3:+0.0666;GH3:+0.0459;GH16:+0.0162;null:+0.0128
247,1,beta-glucan,beta-glucan,0.2674340742770681,0.2674340742770681,GH16,GH16;GH3;LacI,GH16;GH3;LacI;HTH;5,GH16:+0.2345;GH3:+0.0859;LacI:+0.0135;HTH:-0.0086;5:-0.0260
250,1,beta-glucan,beta-mannan,0.30716593310451823,0.4174413755504316,4.A.3.2.2,4.A.3.2.2;GH1;HTH,4.A.3.2.2;GH1;HTH;6;4.A.3.2.4,4.A.3.2.2:+0.1399;GH1:+0.0260;HTH:+0.0155;6:-0.0268;4.A.3.2.4:-0.2957
256,1,beta-glucan,beta-glucan,0.9999999999992106,0.9999999999992106,GH3,GH3;GerE;GH158,GH3;GerE;GH158;3;GH16,GH3:+0.0381;GerE:+0.0366;GH158:+0.0343;3:+0.0142;GH16:+0.0104
261,1,beta-glucan,beta-glucan,0.9999999999992106,0.9999999999992106,4.A.1.2.2,4.A.1.2.2;GH1,4.A.1.2.2;GH1,4.A.1.2.2:+0.3653;GH1:+0.1771
277,1,beta-glucan,xylan,0.13159221130495014,0.5967122143356819,GH31,GH31;1.B.14;GH95,GH31;1.B.14;GH95;GH35,GH31:+0.1189;1.B.14:+0.0671;GH95:+0.0121;GH35:-0.1450
279,1,beta-glucan,xylan,0.014435279950113901,0.8202784989513929,GH105,GH105;null;1.B.14,GH105;null;1.B.14;GH35,GH105:+0.0143;null:-0.0157;1.B.14:-0.0377;GH35:-0.0832
284,1,beta-glucan,beta-glucan,0.9434169628322123,0.9434169628322123,GH3,GH3;GH158;GerE,GH3;GH158;GerE;null;1.B.14,GH3:+0.1923;GH158:+0.1481;GerE:+0.1319;null:+0.0194;1.B.14:-0.0009
290,1,beta-glucan,beta-glucan,0.9837673296091555,0.9837673296091555,GH16,GH16;GH3;1.B.14,GH16;GH3;1.B.14;8.A.46;AraC,GH16:+0.0840;GH3:+0.0705;1.B.14:+0.0580;8.A.46:+0.0339;AraC:+0.0338
304,1,beta-glucan,chitin,0.09793330838754692,0.3721595056796285,GH94,GH94;GH3,GH94;GH3,GH94:+0.0810;GH3:-0.2043
307,1,beta-glucan,beta-glucan,0.8621679236554262,0.8621679236554262,GH9,GH9;CBM3;GH5,GH9;CBM3;GH5;17;1,GH9:+0.2475;CBM3:+0.0510;GH5:+0.0384;17:+0.0263;1:-0.0194
313,1,beta-glucan,beta-glucan,0.9999999999992106,0.9999999999992106,3,3;GH30;7,3;GH30;7;GH3;HTH,3:+0.2051;GH30:+0.1165;7:+0.0695;GH3:+0.0362;HTH:+0.0289
314,1,beta-glucan,beta-glucan,0.9999999999992106,0.9999999999992106,3,3;GH30;7,3;GH30;7;GH3;HTH,3:+0.1529;GH30:+0.0974;7:+0.0528;GH3:+0.0327;HTH:+0.0197
316,1,beta-glucan,beta-glucan,0.7243824993196489,0.7243824993196489,GH157,GH157;GH3;HTH,GH157;GH3;HTH;AraC;null,GH157:+0.3937;GH3:+0.3435;HTH:+0.1885;AraC:+0.1461;null:+0.0765
321,1,beta-glucan,beta-glucan,0.8054100054777837,0.8054100054777837,GH1,GH1;LacI;2.A.2.3.5,GH1;LacI;2.A.2.3.5;1.B.14.12.1,GH1:+0.7767;LacI:+0.2188;2.A.2.3.5:-0.0274;1.B.14.12.1:-0.0617
322,1,beta-glucan,beta-glucan,0.9999999999992106,0.9999999999992106,GH1,GH1;LacI;3.A.1.1.23,GH1;LacI;3.A.1.1.23,GH1:+0.4032;LacI:+0.2208;3.A.1.1.23:+0.0995
323,1,beta-glucan,beta-glucan,0.9999999999992106,0.9999999999992106,LacI,LacI;GH1;4.A.3.2.7,LacI;GH1;4.A.3.2.7;4.A.3.2.6;Glucokinase,LacI:+0.1856;GH1:+0.1812;4.A.3.2.7:+0.0633;4.A.3.2.6:+0.0573;Glucokinase:+0.0490
331,1,beta-glucan,beta-glucan,0.9999999999992106,0.9999999999992106,GH73,GH73;null;9.B.154.1.2,GH73;null;9.B.154.1.2;Peptidase;M23,GH73:+0.0652;null:+0.0098;9.B.154.1.2:+0.0043;Peptidase:+0.0011;M23:+0.0004
348,1,beta-glucan,beta-glucan,0.9582433622022085,0.9582433622022085,GH5,GH5;4;AraC,GH5;4;AraC;HTH;null,GH5:+0.2585;4:+0.1997;AraC:+0.0293;HTH:+0.0202;null:+0.0112
355,1,beta-glucan,beta-glucan,0.9252540730626628,0.9252540730626628,GH9,GH9;GH31;3,GH9;GH31;3;null;3.A.1.15.15,GH9:+0.0703;GH31:+0.0642;3:+0.0608;null:+0.0440;3.A.1.15.15:+0.0207
364,1,beta-mannan,beta-mannan,0.9999999999992106,0.9999999999992106,C,C;GH29;TrkA,C;GH29;TrkA;AraC;HTH,C:+0.0379;GH29:+0.0281;TrkA:+0.0268;AraC:+0.0245;HTH:+0.0239
373,1,beta-mannan,beta-glucan,0.04428655866829283,0.6139498043937136,4.A.3,4.A.3;GH1,4.A.3;GH1,4.A.3:+0.0355;GH1:-0.3195
374,1,beta-mannan,beta-mannan,0.9999999999992106,0.9999999999992106,GH3,GH3;CBM27;CBM23,GH3;CBM27;CBM23;GH26,GH3:+0.1675;CBM27:+0.0190;CBM23:+0.0187;GH26:+0.0000
375,1,beta-mannan,beta-mannan,0.9543281140196154,0.9543281140196154,GH130,GH130;LacI;GH113,GH130;LacI;GH113;CE2;SBP,GH130:+0.0884;LacI:+0.0641;GH113:+0.0201;CE2:+0.0162;SBP:+0.0156
378,1,beta-mannan,beta-mannan,0.9362280352853368,0.9362280352853368,GH27,GH27;GH130;2,GH27;GH130;2;GH26;HTH,GH27:+0.1172;GH130:+0.0851;2:+0.0681;GH26:+0.0642;HTH:+0.0371
393,1,beta-mannan,beta-mannan,0.9396987494381006,0.9396987494381006,GH130,GH130;1;2,GH130;1;2;1.B.14.6.1;HTH,GH130:+0.0642;1:+0.0428;2:+0.0415;1.B.14.6.1:+0.0345;HTH:+0.0326
394,1,beta-mannan,beta-mannan,0.9977048191971677,0.9977048191971677,GH26,GH26;2;GH130,GH26;2;GH130;2.A.2.3.5;1,GH26:+0.0519;2:+0.0450;GH130:+0.0337;2.A.2.3.5:+0.0276;1:+0.0270
399,1,beta-mannan,beta-mannan,0.506005047131932,0.506005047131932,GH130,GH130;2.A.2;GH26,GH130;2.A.2;GH26;CE7;null,GH130:+0.1797;2.A.2:+0.1015;GH26:+0.0843;CE7:+0.0242;null:-0.0143
406,1,beta-mannan,beta-mannan,0.9999999999992106,0.9999999999992106,LacI,LacI;GH2;2.A.2.2.3,LacI;GH2;2.A.2.2.3,LacI:+0.6419;GH2:+0.2720;2.A.2.2.3:+0.1377
407,1,beta-mannan,beta-mannan,0.7349090451963305,0.7349090451963305,GH35,GH35;3.A.1.1.39;GH42,GH35;3.A.1.1.39;GH42;SBP;LacI,GH35:+0.5114;3.A.1.1.39:+0.0505;GH42:+0.0424;SBP:+0.0407;LacI:+0.0146
410,1,beta-mannan,beta-mannan,0.999905891786706,0.999905891786706,LacI,LacI;31;GH32,LacI;31;GH32;GH13;null,LacI:+0.4909;31:+0.4731;GH32:+0.2468;GH13:+0.2447;null:+0.2410
412,1,beta-mannan,arabinogalactan,0.001264085788421977,0.6373709965077284,AraC,AraC;1.B.14;HTH,AraC;1.B.14;HTH;null;GH51,AraC:+0.0010;1.B.14:+0.0002;HTH:+0.0001;null:-0.0029;GH51:-0.0037
421,1,beta-mannan,beta-mannan,0.8907154282235281,0.8907154282235281,GH130,GH130;LacI;9.B.28.1.2,GH130;LacI;9.B.28.1.2;3.A.1.1.46;1,GH130:+0.2680;LacI:+0.0900;9.B.28.1.2:+0.0392;3.A.1.1.46:+0.0361;1:+0.0252
429,1,chitin,chitin,0.7192012644548539,0.7192012644548539,GH18,GH18;CBM5;PIG-L,GH18;CBM5;PIG-L;3.A.1;1,GH18:+0.1326;CBM5:+0.1125;PIG-L:+0.1028;3.A.1:+0.0204;1:-0.0075
430,1,chitin,chitin,0.9403949862814943,0.9403949862814943,4.A.3.2.1,4.A.3.2.1;GH4;AraC,4.A.3.2.1;GH4;AraC;HTH,4.A.3.2.1:+0.9404;GH4:+0.0946;AraC:-0.0163;HTH:-0.0207
432,1,chitin,chitin,0.9999999999992106,0.9999999999992106,4.A.3.2.1,4.A.3.2.1;GH4;4.A.3.2.7,4.A.3.2.1;GH4;4.A.3.2.7;AraC;HTH,4.A.3.2.1:+0.4421;GH4:+0.1047;4.A.3.2.7:+0.0895;AraC:+0.0092;HTH:+0.0055
436,1,chitin,chitin,0.9999999999992106,0.9999999999992106,4.A.3.2.1,4.A.3.2.1;GH4;4.A.3.2.7,4.A.3.2.1;GH4;4.A.3.2.7;AraC;HTH,4.A.3.2.1:+0.4421;GH4:+0.1047;4.A.3.2.7:+0.0895;AraC:+0.0092;HTH:+0.0055
442,1,chitin,chitin,0.9309801756692972,0.9309801756692972,GH4,GH4;CE4;null,GH4;CE4;null;4.A.3,GH4:+0.5209;CE4:+0.0813;null:+0.0309;4.A.3:-0.0202
454,1,chitin,chitin,0.9999999999992106,0.9999999999992106,GH4,GH4;4.A.3.2.6;CE4,GH4;4.A.3.2.6;CE4;CBM12,GH4:+0.1319;4.A.3.2.6:+0.0636;CE4:+0.0570;CBM12:+0.0000
456,1,chitin,chitin,0.9403949862814943,0.9403949862814943,4.A.3.2.1,4.A.3.2.1;GH4;AraC,4.A.3.2.1;GH4;AraC;HTH,4.A.3.2.1:+0.9404;GH4:+0.0946;AraC:-0.0163;HTH:-0.0207
458,1,chitin,chitin,0.9999999999992106,0.9999999999992106,4.A.3.2.1,4.A.3.2.1;GH4;4.A.3.2.7,4.A.3.2.1;GH4;4.A.3.2.7;AraC;HTH,4.A.3.2.1:+0.4421;GH4:+0.1047;4.A.3.2.7:+0.0895;AraC:+0.0092;HTH:+0.0055
461,1,chitin,chitin,0.9999999999992106,0.9999999999992106,GH4,GH4;4.A.3.2.1;AraC,GH4;4.A.3.2.1;AraC;HTH;4.A.3.2.7,GH4:+0.1308;4.A.3.2.1:+0.0642;AraC:+0.0037;HTH:+0.0034;4.A.3.2.7:+0.0000
462,1,chitin,chitin,0.9999999999992106,0.9999999999992106,4.A.3.2.7,4.A.3.2.7;GH4;AraC,4.A.3.2.7;GH4;AraC;HTH,4.A.3.2.7:+1.0000;GH4:+0.1432;AraC:+0.0101;HTH:+0.0058
465,1,chitin,chitin,0.9989784417152229,0.9989784417152229,GH20,GH20;reg;GH9,GH20;reg;GH9;c;HATPase,GH20:+0.0618;reg:+0.0452;GH9:+0.0259;c:+0.0202;HATPase:+0.0197
482,1,chitin,chitin,0.9824681819625446,0.9824681819625446,GH4,GH4;null;4.A.3.2.7,GH4;null;4.A.3.2.7;4.A.3.2.1;AraC,GH4:+0.1805;null:+0.0963;4.A.3.2.7:+0.0739;4.A.3.2.1:+0.0467;AraC:-0.0027
487,1,chitin,host glycan,0.009738179227874512,0.747799607463969,3.A.1,3.A.1;bac;1,3.A.1;bac;1;null;SBP,3.A.1:+0.0097;bac:-0.0040;1:-0.0044;null:-0.0057;SBP:-0.0208
488,1,fructan,fructan,0.5915277851203848,0.5915277851203848,GH32,GH32;null;AraC,GH32;null;AraC;HTH;4.A.6.1.16,GH32:+0.5706;null:+0.1922;AraC:-0.0033;HTH:-0.0170;4.A.6.1.16:-0.1263
490,1,fructan,fructan,0.999905891786706,0.999905891786706,PfkB,PfkB;2.A.1.7.17;GH32,PfkB;2.A.1.7.17;GH32,PfkB:+0.1738;2.A.1.7.17:+0.1061;GH32:+0.0757
495,1,fructan,fructan,0.999905891786706,0.999905891786706,GH32,GH32;1.B.14.6.1;null,GH32;1.B.14.6.1;null,GH32:+0.7515;1.B.14.6.1:+0.1329;null:+0.1104
505,1,fructan,fructan,0.999905891786706,0.999905891786706,GH32,GH32;2.A.1.7.17;1.B.14.6.1,GH32;2.A.1.7.17;1.B.14.6.1;PfkB;null,GH32:+0.1130;2.A.1.7.17:+0.0193;1.B.14.6.1:+0.0060;PfkB:+0.0047;null:+0.0041
509,1,fructan,alpha-glucan,0.06609076722875777,0.8114369626095311,null,null;GH32;LacI,null;GH32;LacI;4.A.1.2.12,null:+0.0661;GH32:+0.0500;LacI:+0.0112;4.A.1.2.12:-0.2415
513,1,fructan,alpha-glucan,0.06609076722875777,0.8114369626095311,null,null;GH32;LacI,null;GH32;LacI;4.A.1.2.12,null:+0.0661;GH32:+0.0500;LacI:+0.0112;4.A.1.2.12:-0.2415
519,1,galactan,galactan,0.9999999999992104,0.9999999999992104,GntR,GntR;null;2.A.1.1.55,GntR;null;2.A.1.1.55;1.B.14.12.2;13,GntR:+0.0806;null:+0.0600;2.A.1.1.55:+0.0447;1.B.14.12.2:+0.0375;13:+0.0354
525,1,galactan,galactan,0.9999999999992104,0.9999999999992104,3.A.1.1.44,3.A.1.1.44;LacI;GH42,3.A.1.1.44;LacI;GH42;3.A.1.1.48,3.A.1.1.44:+0.7076;LacI:+0.6630;GH42:+0.3265;3.A.1.1.48:+0.0273
527,1,galactan,galactan,0.7457247087577524,0.7457247087577524,GH36,GH36;3.A.1.1.28;HTH,GH36;3.A.1.1.28;HTH;AraC;18,GH36:+0.1825;3.A.1.1.28:+0.1807;HTH:+0.1289;AraC:+0.1048;18:+0.0072
531,1,galactan,galactan,0.5481384512745889,0.5481384512745889,GH16,GH16;GH86;2.A.1.1.55,GH16;GH86;2.A.1.1.55;GH167;GntR,GH16:+0.0861;GH86:+0.0539;2.A.1.1.55:+0.0538;GH167:+0.0426;GntR:+0.0357
532,1,galactan,galactan,0.5772152550025276,0.5772152550025276,GH16,GH16;GH86;GntR,GH16;GH86;GntR;null;GH167,GH16:+0.0839;GH86:+0.0616;GntR:+0.0375;null:+0.0354;GH167:+0.0321
537,1,galactan,galactan,0.8527845213191062,0.8527845213191062,GH16,GH16;2.A.1;null,GH16;2.A.1;null;GntR;HTH,GH16:+0.1335;2.A.1:+0.1080;null:+0.1066;GntR:+0.0936;HTH:+0.0119
539,1,galactan,galactan,0.8892512406981499,0.8892512406981499,null,null;GH117;2.A.1,null;GH117;2.A.1;GH2;PfkB,null:+0.0535;GH117:+0.0529;2.A.1:+0.0445;GH2:+0.0430;PfkB:+0.0332
550,1,galactan,galactan,0.9999999999992104,0.9999999999992104,GH4,GH4;LacI;3.A.1.1.7,GH4;LacI;3.A.1.1.7;CE19;bac,GH4:+0.1066;LacI:+0.0564;3.A.1.1.7:+0.0517;CE19:+0.0377;bac:+0.0368
551,1,galactan,galactan,0.9999999999992104,0.9999999999992104,GH4,GH4;AraC;HTH,GH4;AraC;HTH,GH4:+0.4004;AraC:+0.1696;HTH:+0.1243
562,1,galactan,beta-mannan,0.19145333609379897,0.8022477073222711,GH53,GH53;LacI;GH42,GH53;LacI;GH42;null;3.A.1,GH53:+0.1913;LacI:+0.0831;GH42:-0.1156;null:-0.4245;3.A.1:-0.4682
563,1,galactan,beta-mannan,0.0014331321290008143,0.5821946923393936,LacI,LacI;2.A.2.3.2;GH2,LacI;2.A.2.3.2;GH2,LacI:+0.0014;2.A.2.3.2:-0.0012;GH2:-0.0129
564,1,galactan,beta-mannan,7.181081750191503e-14,0.9999999999992106,LacI,LacI;2.A.2;GH2,LacI;2.A.2;GH2,LacI:-0.0000;2.A.2:-0.0027;GH2:-0.0290
571,1,galactan,galactan,0.9997384412370911,0.9997384412370911,0044258,0044258;GH36;3.A.1.1.28,0044258;GH36;3.A.1.1.28;SBP;1,0044258:+0.0431;GH36:+0.0401;3.A.1.1.28:+0.0313;SBP:+0.0194;1:+0.0128
589,1,galactan,galactan,0.9974876234883394,0.9974876234883394,42,42;1;GH5,42;1;GH5;TPR;null,42:+0.1821;1:+0.0730;GH5:+0.0680;TPR:+0.0632;null:+0.0010
593,1,host glycan,host glycan,0.934423172871192,0.934423172871192,GH2,GH2;CBM32;GH29,GH2;CBM32;GH29;GH18;HTH,GH2:+0.0516;CBM32:+0.0483;GH29:+0.0227;GH18:+0.0166;HTH:+0.0117
606,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,GH2,GH2;1.B.14.6.1;AraC,GH2;1.B.14.6.1;AraC;HTH;null,GH2:+0.2188;1.B.14.6.1:+0.0845;AraC:+0.0593;HTH:+0.0528;null:+0.0265
611,1,host glycan,host glycan,0.9968399803091063,0.9968399803091063,DeoR,DeoR;PfkB;1.B.35.2.2,DeoR;PfkB;1.B.35.2.2;13;GH31,DeoR:+0.0569;PfkB:+0.0454;1.B.35.2.2:+0.0296;13:+0.0216;GH31:+0.0194
615,1,host glycan,host glycan,0.9974372908485062,0.9974372908485062,CE9,CE9;GH2;GH20,CE9;GH2;GH20;CE20;GH92,CE9:+0.0302;GH2:+0.0186;GH20:+0.0171;CE20:+0.0120;GH92:+0.0100
621,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,CE9,CE9;4.A.1.1.7,CE9;4.A.1.1.7,CE9:+0.1693;4.A.1.1.7:+0.0028
624,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,4.A.3.1.3,4.A.3.1.3;GH1;4.A.3.1.1,4.A.3.1.3;GH1;4.A.3.1.1;null,4.A.3.1.3:+0.2071;GH1:+0.0649;4.A.3.1.1:+0.0000;null:+0.0000
625,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,GH88,GH88;null;PfkB,GH88;null;PfkB;4.A.6.1.14;Nitroreductase,GH88:+0.1003;null:+0.0234;PfkB:+0.0227;4.A.6.1.14:+0.0189;Nitroreductase:+0.0115
628,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,CE9,CE9;DeoR;4.A.6.1.5,CE9;DeoR;4.A.6.1.5;4.A.6.1.4;SIS,CE9:+0.0514;DeoR:+0.0074;4.A.6.1.5:+0.0025;4.A.6.1.4:+0.0021;SIS:+0.0017
630,1,host glycan,host glycan,0.9922602593181372,0.9922602593181372,GH33,GH33;CBM93;3,GH33;CBM93;3;8.A.46.1.4;HTH,GH33:+0.0745;CBM93:+0.0546;3:+0.0262;8.A.46.1.4:+0.0259;HTH:+0.0186
642,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,GH33,GH33;GH2;GH20,GH33;GH2;GH20;CBM93;CE20,GH33:+0.0154;GH2:+0.0086;GH20:+0.0066;CBM93:+0.0038;CE20:+0.0017
644,1,host glycan,host glycan,0.9983387028632881,0.9983387028632881,GH33,GH33;GH2;GH20,GH33;GH2;GH20;CBM93;CE20,GH33:+0.0226;GH2:+0.0174;GH20:+0.0133;CBM93:+0.0111;CE20:+0.0089
651,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,CE9,CE9;GH20;GH2,CE9;GH20;GH2;GH92,CE9:+0.0304;GH20:+0.0201;GH2:+0.0137;GH92:+0.0026
653,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,CE9,CE9;GH20;GH2,CE9;GH20;GH2;GH92;CE3,CE9:+0.0265;GH20:+0.0216;GH2:+0.0133;GH92:+0.0040;CE3:+0.0028
659,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,GH18,GH18;GerE;1.B.14.6.13,GH18;GerE;1.B.14.6.13;FecR;8.A.46.2.1,GH18:+0.0387;GerE:+0.0181;1.B.14.6.13:+0.0145;FecR:+0.0075;8.A.46.2.1:+0.0066
660,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,GH18,GH18;8.A.46.2.2;1.B.14.6.13,GH18;8.A.46.2.2;1.B.14.6.13;FecR;null,GH18:+0.0187;8.A.46.2.2:+0.0144;1.B.14.6.13:+0.0054;FecR:+0.0041;null:+0.0017
666,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,GH89,GH89;FecR;GerE,GH89;FecR;GerE;1.B.14.6.1;null,GH89:+0.3414;FecR:+0.1374;GerE:+0.0848;1.B.14.6.1:+0.0217;null:+0.0044
678,1,host glycan,host glycan,0.6947024342699888,0.6947024342699888,GH170,GH170;4.A.3.2.4;null,GH170;4.A.3.2.4;null;GH1,GH170:+0.2289;4.A.3.2.4:+0.1289;null:+0.0983;GH1:-0.3053
682,1,host glycan,host glycan,0.6947024342699888,0.6947024342699888,GH170,GH170;4.A.3.2.4;null,GH170;4.A.3.2.4;null;GH1,GH170:+0.2289;4.A.3.2.4:+0.1289;null:+0.0983;GH1:-0.3053
689,1,host glycan,host glycan,0.9994142404355209,0.9994142404355209,GH20,GH20;GH38;GH92,GH20;GH38;GH92;GH125;null,GH20:+0.0929;GH38:+0.0704;GH92:+0.0499;GH125:+0.0446;null:+0.0037
690,1,host glycan,host glycan,0.9798740612005584,0.9798740612005584,CE9,CE9;SIS;GntR,CE9;SIS;GntR;4.A.6.1.18;GH35,CE9:+0.2489;SIS:+0.0456;GntR:+0.0342;4.A.6.1.18:+0.0324;GH35:+0.0127
692,1,host glycan,host glycan,0.6375023589249122,0.6375023589249122,GH2,GH2;2.A.2.2.3,GH2;2.A.2.2.3,GH2:+0.4140;2.A.2.2.3:-0.3322
694,1,host glycan,host glycan,0.9994142404355209,0.9994142404355209,GH20,GH20;GH38;GH92,GH20;GH38;GH92;GH125;null,GH20:+0.0929;GH38:+0.0704;GH92:+0.0499;GH125:+0.0446;null:+0.0037
696,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,GH33,GH33;GH2;GH20,GH33;GH2;GH20;CBM93;CE20,GH33:+0.0154;GH2:+0.0086;GH20:+0.0066;CBM93:+0.0038;CE20:+0.0017
702,1,host glycan,host glycan,0.9999999999992102,0.9999999999992102,GH33,GH33;GH20;GH2,GH33;GH20;GH2;CBM93;CE20,GH33:+0.0150;GH20:+0.0078;GH2:+0.0066;CBM93:+0.0061;CE20:+0.0054
703,1,host glycan,host glycan,0.9868362450625124,0.9868362450625124,GH20,GH20;GH2;2.A.115.1.2,GH20;GH2;2.A.115.1.2;1.C.39.4.5;null,GH20:+0.0247;GH2:+0.0240;2.A.115.1.2:+0.0214;1.C.39.4.5:+0.0204;null:+0.0199
715,1,host glycan,host glycan,0.9998914600182548,0.9998914600182548,GH35,GH35;19;GH43,GH35;19;GH43;9;CBM91,GH35:+0.1145;19:+0.0582;GH43:+0.0472;9:+0.0187;CBM91:+0.0095
