idx,y_true,pred_cpu,pred_ft,pred_trans,nov_cpu_view,nov_ft_view,cpu_correct,ft_correct,trans_correct
675,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
676,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
677,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
678,host glycan,host glycan,host glycan,host glycan,0.0,0.25,1,1,1
679,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
680,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
681,host glycan,beta-glucan,beta-glucan,beta-glucan,0.0,0.0,0,0,0
682,host glycan,host glycan,host glycan,host glycan,0.0,0.25,1,1,1
683,host glycan,host glycan,host glycan,chitin,0.0,0.0,1,1,0
684,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
685,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
686,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
687,host glycan,host glycan,host glycan,xylan,0.5,0.0,1,1,0
688,host glycan,host glycan,host glycan,alpha-mannan,0.0,0.0,1,1,0
689,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
690,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
691,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
692,host glycan,host glycan,host glycan,host glycan,0.0,0.5,1,1,1
693,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
694,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
695,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
696,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
697,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
698,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
699,host glycan,host glycan,host glycan,host glycan,0.0,0.1,1,1,1
700,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
701,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
702,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
703,host glycan,host glycan,host glycan,host glycan,0.0,0.1111111111111111,1,1,1
704,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
705,host glycan,host glycan,host glycan,host glycan,0.0,0.09090909090909091,1,1,1
706,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
707,host glycan,pectin,pectin,pectin,0.0,0.0,0,0,0
708,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
709,host glycan,host glycan,host glycan,xylan,0.0,0.0,1,1,0
710,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
711,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
712,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
713,host glycan,host glycan,host glycan,pectin,0.0,0.0,1,1,0
714,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
715,host glycan,host glycan,host glycan,xylan,0.0,0.0,1,1,0
716,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
717,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
718,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
719,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
720,host glycan,host glycan,host glycan,alpha-mannan,0.0,0.0,1,1,0
721,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
722,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
723,host glycan,host glycan,host glycan,pectin,0.0,0.0,1,1,0
724,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
725,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
726,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
727,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
728,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
729,host glycan,host glycan,arabinogalactan,arabinogalactan,0.14285714285714285,0.0,1,0,0
730,host glycan,host glycan,host glycan,host glycan,0.0,0.125,1,1,1
731,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
732,host glycan,host glycan,host glycan,host glycan,0.16666666666666666,0.0,1,1,1
733,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
734,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
735,host glycan,chitin,host glycan,arabinogalactan,0.3,0.5,0,1,0
736,host glycan,host glycan,host glycan,host glycan,0.0,0.125,1,1,1
737,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
738,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
739,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
740,host glycan,host glycan,host glycan,arabinogalactan,0.0,0.0,1,1,0
741,host glycan,host glycan,host glycan,host glycan,0.14285714285714285,0.16666666666666666,1,1,1
742,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
743,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
744,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
745,host glycan,host glycan,host glycan,host glycan,0.0,0.125,1,1,1
746,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
747,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
748,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
749,host glycan,host glycan,host glycan,host glycan,0.0,0.16666666666666666,1,1,1
750,host glycan,host glycan,host glycan,host glycan,0.0,0.3333333333333333,1,1,1
751,host glycan,host glycan,host glycan,host glycan,0.0,0.3333333333333333,1,1,1
752,host glycan,host glycan,host glycan,host glycan,0.0,0.3333333333333333,1,1,1
753,host glycan,galactan,galactan,host glycan,0.0,0.0,0,0,1
754,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
755,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
756,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
757,host glycan,host glycan,host glycan,host glycan,0.0,0.3333333333333333,1,1,1
758,host glycan,host glycan,host glycan,host glycan,0.0,0.3333333333333333,1,1,1
759,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
760,host glycan,galactan,galactan,galactan,0.0,0.0,0,0,0
761,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
762,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
763,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
764,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
765,host glycan,host glycan,host glycan,host glycan,0.08333333333333333,0.3,1,1,1
766,host glycan,host glycan,host glycan,beta-glucan,0.0,0.0,1,1,0
767,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
768,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
769,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
770,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
771,host glycan,host glycan,host glycan,arabinogalactan,0.0,0.0,1,1,0
772,host glycan,host glycan,host glycan,alginate,0.2,0.0,1,1,0
773,host glycan,host glycan,host glycan,host glycan,0.0,0.06666666666666667,1,1,1
774,host glycan,host glycan,host glycan,host glycan,0.125,0.125,1,1,1
775,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
776,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
777,host glycan,host glycan,host glycan,host glycan,0.0,0.07692307692307693,1,1,1
778,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
779,host glycan,host glycan,host glycan,host glycan,0.0,0.08333333333333333,1,1,1
780,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
781,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
782,host glycan,host glycan,host glycan,host glycan,0.0,0.16666666666666666,1,1,1
783,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
784,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
785,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
786,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
787,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
788,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
789,host glycan,host glycan,host glycan,host glycan,0.0,0.125,1,1,1
790,host glycan,host glycan,host glycan,host glycan,0.0,0.125,1,1,1
791,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
792,host glycan,host glycan,host glycan,host glycan,0.0,0.07692307692307693,1,1,1
793,host glycan,host glycan,host glycan,host glycan,0.0,0.08333333333333333,1,1,1
794,host glycan,host glycan,host glycan,host glycan,0.0,0.16666666666666666,1,1,1
795,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
796,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
797,host glycan,host glycan,pectin,host glycan,0.0,0.0,1,0,1
798,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
799,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
800,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
801,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
802,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
803,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
804,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
805,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
806,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
807,host glycan,host glycan,galactan,host glycan,0.0,0.0,1,0,1
808,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
809,host glycan,xylan,host glycan,chitin,0.23076923076923078,0.4,0,1,0
810,host glycan,xylan,host glycan,chitin,0.23076923076923078,0.4,0,1,0
811,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
812,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
813,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
814,host glycan,beta-glucan,host glycan,galactan,0.0,0.0,0,1,0
815,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
816,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
817,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
818,host glycan,host glycan,host glycan,pectin,0.0,0.0,1,1,0
819,host glycan,host glycan,host glycan,pectin,0.0,0.0,1,1,0
820,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
821,host glycan,host glycan,host glycan,host glycan,0.0,0.125,1,1,1
822,host glycan,host glycan,host glycan,host glycan,0.0,0.14285714285714285,1,1,1
823,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
824,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
825,host glycan,host glycan,host glycan,host glycan,0.0,0.2727272727272727,1,1,1
826,host glycan,host glycan,host glycan,host glycan,0.07692307692307693,0.2727272727272727,1,1,1
827,host glycan,host glycan,host glycan,host glycan,0.09090909090909091,0.0,1,1,1
828,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
829,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
830,host glycan,host glycan,host glycan,host glycan,0.0,0.0,1,1,1
831,pectin,pectin,pectin,pectin,0.0,0.07142857142857142,1,1,1
832,pectin,pectin,pectin,pectin,0.0,0.2,1,1,1
833,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
834,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
835,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
836,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
837,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
838,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
839,pectin,pectin,pectin,xylan,0.0,0.0,1,1,0
840,pectin,pectin,pectin,pectin,0.0,0.07142857142857142,1,1,1
841,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
842,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
843,pectin,pectin,pectin,host glycan,0.0,0.25,1,1,0
844,pectin,chitin,alpha-glucan,chitin,0.3333333333333333,0.0,0,0,0
845,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
846,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
847,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
848,pectin,pectin,pectin,pectin,0.0,0.5,1,1,1
849,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
850,pectin,pectin,pectin,pectin,0.0,0.1,1,1,1
851,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
852,pectin,pectin,pectin,pectin,0.08333333333333333,0.1,1,1,1
853,pectin,pectin,pectin,host glycan,0.0,0.0,1,1,0
854,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
855,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
856,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
857,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
858,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
859,pectin,pectin,pectin,pectin,0.0,0.08333333333333333,1,1,1
860,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
861,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
862,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
863,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
864,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
865,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
866,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
867,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
868,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
869,pectin,pectin,pectin,alpha-glucan,0.0,0.0,1,1,0
870,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
871,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
872,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
873,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
874,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
875,pectin,galactan,galactan,galactan,0.0,0.0,0,0,0
876,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
877,pectin,host glycan,host glycan,host glycan,0.0,0.0,0,0,0
878,pectin,pectin,beta-glucan,xylan,0.0,0.0,1,0,0
879,pectin,pectin,host glycan,arabinogalactan,0.0,0.0,1,0,0
880,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
881,pectin,host glycan,host glycan,host glycan,0.0,0.0,0,0,0
882,pectin,pectin,host glycan,host glycan,0.0,0.0,1,0,0
883,pectin,pectin,pectin,arabinogalactan,0.0,0.0,1,1,0
884,pectin,arabinogalactan,arabinogalactan,arabinogalactan,0.0,0.0,0,0,0
885,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
886,pectin,galactan,galactan,galactan,0.0,0.0,0,0,0
887,pectin,host glycan,host glycan,host glycan,0.0,0.0,0,0,0
888,pectin,pectin,pectin,host glycan,0.0,0.0,1,1,0
889,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
890,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
891,pectin,pectin,pectin,pectin,0.0,0.09375,1,1,1
892,pectin,pectin,pectin,pectin,0.0,0.07142857142857142,1,1,1
893,pectin,pectin,pectin,pectin,0.0,0.07142857142857142,1,1,1
894,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
895,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
896,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
897,pectin,pectin,pectin,pectin,0.2,0.25,1,1,1
898,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
899,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
900,pectin,pectin,pectin,pectin,0.0,0.07142857142857142,1,1,1
901,pectin,pectin,pectin,pectin,0.25,0.0,1,1,1
902,pectin,beta-glucan,pectin,beta-glucan,0.0,0.0,0,1,0
903,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
904,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
905,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
906,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
907,pectin,pectin,pectin,pectin,0.2,0.2,1,1,1
908,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
909,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
910,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
911,pectin,pectin,pectin,xylan,0.0,0.0,1,1,0
912,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
913,pectin,host glycan,pectin,host glycan,0.0,0.0,0,1,0
914,pectin,host glycan,host glycan,host glycan,0.0,0.0,0,0,0
915,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
916,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
917,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
918,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
919,pectin,pectin,pectin,pectin,0.2,0.2,1,1,1
920,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
921,pectin,pectin,pectin,pectin,0.0,0.08571428571428572,1,1,1
922,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
923,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
924,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
925,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
926,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
927,pectin,pectin,pectin,pectin,0.08333333333333333,0.1,1,1,1
928,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
929,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
930,pectin,pectin,pectin,pectin,0.16666666666666666,0.2222222222222222,1,1,1
931,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
932,pectin,pectin,pectin,pectin,0.0,0.0,1,1,1
933,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
934,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
935,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
936,xylan,xylan,xylan,xylan,0.125,0.0,1,1,1
937,xylan,beta-glucan,beta-glucan,host glycan,0.0,0.0,0,0,0
938,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
939,xylan,xylan,xylan,host glycan,0.0,0.0,1,1,0
940,xylan,xylan,xylan,host glycan,0.0,0.0,1,1,0
941,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
942,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
943,xylan,beta-mannan,xylan,arabinogalactan,0.2,0.0,0,1,0
944,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
945,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
946,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
947,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
948,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
949,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
950,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
951,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
952,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
953,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
954,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
955,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
956,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
957,xylan,xylan,xylan,xylan,0.06896551724137931,0.0,1,1,1
958,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
959,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
960,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
961,xylan,xylan,xylan,arabinogalactan,0.0,0.0,1,1,0
962,xylan,xylan,xylan,pectin,0.0,0.0,1,1,0
963,xylan,xylan,xylan,arabinogalactan,0.0,0.0,1,1,0
964,xylan,xylan,xylan,galactan,0.0,0.13333333333333333,1,1,0
965,xylan,xylan,xylan,host glycan,0.0,0.0,1,1,0
966,xylan,xylan,xylan,host glycan,0.0,0.0,1,1,0
967,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
968,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
969,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
970,xylan,alpha-glucan,beta-glucan,beta-glucan,0.25,0.25,0,0,0
971,xylan,xylan,xylan,xylan,0.038461538461538464,0.045454545454545456,1,1,1
972,xylan,xylan,xylan,beta-glucan,0.0,0.0,1,1,0
973,xylan,beta-glucan,xylan,xylan,0.0,0.0,0,1,1
974,xylan,xylan,xylan,xylan,0.0,0.07142857142857142,1,1,1
975,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
976,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
977,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
978,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
979,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
980,xylan,xylan,xylan,xylan,0.038461538461538464,0.045454545454545456,1,1,1
981,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
982,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
983,xylan,beta-glucan,beta-glucan,arabinogalactan,0.0,0.0,0,0,0
984,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
985,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
986,xylan,xylan,xylan,arabinogalactan,0.0,0.0,1,1,0
987,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
988,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
989,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
990,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
991,xylan,xylan,xylan,xylan,0.0,0.14285714285714285,1,1,1
992,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
993,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
994,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
995,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
996,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
997,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
998,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
999,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1000,xylan,xylan,xylan,xylan,0.05263157894736842,0.0,1,1,1
1001,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1002,xylan,xylan,xylan,galactan,0.0,0.0,1,1,0
1003,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1004,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1005,xylan,xylan,xylan,host glycan,0.0,0.0,1,1,0
1006,xylan,xylan,beta-glucan,beta-mannan,0.0,0.0,1,0,0
1007,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1008,xylan,xylan,xylan,xylan,0.07692307692307693,0.0,1,1,1
1009,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1010,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1011,xylan,xylan,xylan,arabinogalactan,0.0,0.0,1,1,0
1012,xylan,xylan,xylan,xylan,0.0,0.1,1,1,1
1013,xylan,xylan,xylan,xylan,0.0,0.1111111111111111,1,1,1
1014,xylan,xylan,xylan,xylan,0.0,0.1,1,1,1
1015,xylan,xylan,xylan,xylan,0.0,0.1,1,1,1
1016,xylan,xylan,xylan,xylan,0.06666666666666667,0.09090909090909091,1,1,1
1017,xylan,xylan,xylan,xylan,0.0,0.1,1,1,1
1018,xylan,xylan,xylan,xylan,0.06666666666666667,0.0,1,1,1
1019,xylan,xylan,xylan,chitin,0.0,0.0,1,1,0
1020,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1021,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1022,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1023,xylan,xylan,xylan,pectin,0.0,0.0,1,1,0
1024,xylan,arabinogalactan,arabinogalactan,arabinogalactan,0.0,0.0,0,0,0
1025,xylan,xylan,xylan,xylan,0.14285714285714285,0.0,1,1,1
1026,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1027,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1028,xylan,xylan,xylan,xylan,0.0,0.0,1,1,1
1029,xylan,xylan,xylan,xylan,0.09090909090909091,0.0,1,1,1
